개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,데이터갱신시점,도로명주소,상세영업상태명,상세영업상태코드,약국영업면적,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,지정일자,최종수정시점
3010000,PHMD119923010033084000013,1992-09-02,,폐업,1996-06-28,,,100-273,,설악약국,I,2026-05-03 23:05:11,서울특별시 중구 필동로 31-1 (필동3가),폐업,03,18,03,,199601.644138504    ,450713.618255148    ,서울특별시 중구 필동3가 44번지 3호,1992-09-02,2009-01-28 14:43:59
3010000,PHMD119923010033084000014,1992-08-17,,폐업,1994-04-26,,,100-450,,미원약국,I,2026-05-03 23:05:11,서울특별시 중구 다산로42길 12 (신당동),폐업,03,23,03,,201428.30714506     ,451382.652803149    ,서울특별시 중구 신당동 112번지 1호,1992-08-17,2009-01-28 14:45:52
3010000,PHMD119923010033084000015,1992-08-12,,폐업,1992-12-07,,,100-340,,상일약국,I,2026-05-03 23:05:11,서울특별시 중구 창경궁로5가길 33 (산림동),폐업,03,19,03,,199658.90033232     ,451767.017617325    ,서울특별시 중구 산림동 84번지 1호,1992-08-12,2009-01-29 08:57:52
3010000,PHMD119923010033084000016,1992-08-06,,폐업,1992-09-26,,,100-102,,프라자약국,I,2026-05-03 23:05:11,서울특별시 중구 소공로 119 (태평로2가),폐업,03,16,03,,197979.021229862    ,451376.783371586    ,서울특별시 중구 태평로2가 23번지,1992-08-06,2009-01-29 09:02:12
3010000,PHMD119923010033084000017,1992-07-28,,폐업,1996-02-22,,,100-070,,롯데백화점약국,I,2026-05-03 23:05:11,,폐업,03,19,03,,198259.65357739     ,451392.198218657    ,서울특별시 중구 소공동 1번지,1992-07-28,2009-01-29 09:04:43
3010000,PHMD119923010033084000018,1992-07-25,,폐업,2007-11-28,,,100-450,,산호약국,I,2026-05-03 23:05:11,서울특별시 중구 다산로28길 22 (신당동),폐업,03,22,03,,201236.235544294    ,450800.432244135    ,서울특별시 중구 신당동 321번지 1호,1992-07-25,2009-01-29 09:06:20
3010000,PHMD119923010033084000019,1992-07-02,,폐업,1993-09-09,,,100-191,,세림약국,I,2026-05-03 23:05:11,서울특별시 중구 을지로 29 (을지로1가),폐업,03,37,03,,198256.131665999    ,451576.096658087    ,서울특별시 중구 을지로1가 87번지,1992-07-02,2009-01-29 09:07:40
3010000,PHMD119923010033084000020,1992-06-25,,폐업,1993-05-04,,,100-095,,지수약국,I,2026-05-03 23:05:11,서울특별시 중구 세종대로 13 (남대문로5가),폐업,03,40,03,,197553.417234076    ,450672.904532996    ,서울특별시 중구 남대문로5가 6번지 8호,1992-06-25,2009-01-29 09:09:03
3010000,PHMD119923010033084000021,1992-06-20,,폐업,1992-08-06,,,100-130,,명일약국,I,2026-05-03 23:05:11,서울특별시 중구 서소문로 81 (순화동),폐업,03,28,03,,197298.131577069    ,451121.178745127    ,서울특별시 중구 순화동 6번지 17호,1992-06-20,2009-01-29 09:10:59
3010000,PHMD119923010033084000022,1992-05-22,,폐업,1993-08-09,,,100-440,,시장약국,I,2026-05-03 23:05:11,서울특별시 중구 마장로9길 26 (황학동),폐업,03,19,03,,201669.553912254    ,451913.043931275    ,서울특별시 중구 황학동 2071번지,1992-05-22,2009-01-29 09:12:50
3010000,PHMD119923010033084000023,1992-05-04,,폐업,1996-10-17,,,100-193,,새소망약국,I,2026-05-03 23:05:11,서울특별시 중구 을지로11길 22 (을지로3가),폐업,03,17,03,,199131.174385661    ,451671.221142086    ,서울특별시 중구 을지로3가 96번지 2호,1992-05-04,2009-01-29 09:14:40
3010000,PHMD119923010033084000024,1992-04-22,,폐업,2004-11-10,,,100-095,,삼주약국,I,2026-05-03 23:05:11,서울특별시 중구 퇴계로 10 (남대문로5가),폐업,03,18,03,,197675.397522479    ,450448.56432183     ,서울특별시 중구 남대문로5가 537번지,1992-04-22,2009-01-29 09:16:13
3010000,PHMD119923010033084000025,1992-04-08,,폐업,1993-07-19,,,100-450,,동인약국,I,2026-05-03 23:05:11,서울특별시 중구 다산로 61 (신당동),폐업,03,31,03,,200580.19779415     ,449748.354142254    ,서울특별시 중구 신당동 432번지 728호,1992-04-08,2009-01-29 09:17:31
3010000,PHMD119923010033084000026,1992-04-04,,폐업,1995-11-01,,,100-450,,서린약국,I,2026-05-03 23:05:11,서울특별시 중구 퇴계로88길 63 (신당동),폐업,03,16,03,,201641.363400185    ,451210.115520834    ,서울특별시 중구 신당동 52번지 11호,1992-04-04,2009-01-29 09:19:29
3010000,PHMD119903010033084000028,1990-06-14,,폐업,1990-10-31,,,100-102,,대웅약국,I,2026-05-03 23:05:10,,폐업,03,17,03,,,,서울특별시 중구 태평로2가 344번지,1990-06-14,2009-01-30 13:48:54
3010000,PHMD119903010033084000029,1990-05-24,,폐업,1998-03-02,,,100-372,,불교약국,I,2026-05-03 23:05:10,,폐업,03,54,03,,,,서울특별시 중구 만리동2가 200번지 11호,1990-05-24,2009-01-30 13:50:14
3010000,PHMD119903010033084000030,1990-05-09,,폐업,1995-12-28,,,100-450,,신아약국,I,2026-05-03 23:05:10,서울특별시 중구 퇴계로88길 27 (신당동),폐업,03,18,03,,201770.126090257    ,451336.779339089    ,서울특별시 중구 신당동 153번지 27호,1990-05-09,2009-01-30 13:51:42
3010000,PHMD119903010033084000031,1990-05-09,,폐업,1992-12-08,,,100-450,,용한약국,I,2026-05-03 23:05:10,서울특별시 중구 동호로7길 37 (신당동),폐업,03,35,03,,200893.529879802    ,449989.938509479    ,서울특별시 중구 신당동 372번지 95호,1990-05-09,2009-01-30 13:52:57
3010000,PHMD119903010033084000032,1990-04-27,,폐업,1996-01-29,,,100-170,,한림약국,I,2026-05-03 23:05:10,서울특별시 중구 무교로 14 (무교동),폐업,03,17,03,,198109.011212916    ,451652.224461778    ,서울특별시 중구 무교동 21번지 1호,1990-04-27,2009-01-30 13:54:07
3010000,PHMD119903010033084000033,1990-04-11,,폐업,1990-11-09,,,100-450,,신덕약국,I,2026-05-03 23:05:10,서울특별시 중구 다산로44길 19 (신당동),폐업,03,24,03,,201523.098007991    ,451422.935453518    ,서울특별시 중구 신당동 120번지 16호,1990-04-11,2009-01-30 13:55:14
3010000,PHMD119903010033084000034,1990-04-10,,폐업,1995-12-21,,,100-032,,혜성약국,I,2026-05-03 23:05:10,서울특별시 중구 수표로 48 (저동2가),폐업,03,24,03,,199046.062699947    ,451451.792650131    ,서울특별시 중구 저동2가 1번지 1호,1990-04-10,2009-01-30 13:56:17
3010000,PHMD119903010033084000035,1990-04-10,,폐업,1991-07-01,,,100-095,,동서약국,I,2026-05-03 23:05:10,,폐업,03,26,03,,197477.060775895    ,450610.74637891     ,서울특별시 중구 남대문로5가 63번지 7호,1990-04-10,2009-01-30 13:58:28
3010000,PHMD119903010033084000036,1990-04-06,,폐업,1991-08-21,,,100-070,,롯데약국,I,2026-05-03 23:05:10,,폐업,03,19,03,,198259.65357739     ,451392.198218657    ,서울특별시 중구 소공동 1번지 롯데백화점,1990-04-06,2009-01-30 13:59:56
3010000,PHMD119903010033084000037,1990-03-20,,폐업,1990-05-04,,,100-450,,용한약국,I,2026-05-03 23:05:10,서울특별시 중구 동호로7길 37 (신당동),폐업,03,35,03,,200893.529879802    ,449989.938509479    ,서울특별시 중구 신당동 372번지 95호,1990-03-20,2009-01-30 14:01:06
3010000,PHMD119903010033084000038,1990-02-28,,폐업,1991-10-17,,,100-194,,녹십자약국,I,2026-05-03 23:05:10,서울특별시 중구 을지로 164 (을지로4가),폐업,03,26,03,,199603.040706779    ,451543.643423302    ,서울특별시 중구 을지로4가 310번지,1990-02-28,2009-01-30 14:03:48
3010000,PHMD119903010033084000039,1990-02-16,,폐업,1991-06-21,,,100-011,,신약국,I,2026-05-03 23:05:10,,폐업,03,16,03,,,,서울특별시 중구 충무로1가 50번지,1990-02-16,2009-01-30 14:05:00
3010000,PHMD119903010033084000040,1990-02-10,,폐업,1991-01-05,,,100-450,,우리약국,I,2026-05-03 23:05:10,서울특별시 중구 왕십리로 403 (신당동),폐업,03,17,03,,202185.725696826    ,451383.557087862    ,서울특별시 중구 신당동 741번지,1990-02-10,2009-01-30 14:06:14
3010000,PHMD119903010033084000041,1990-02-06,,폐업,1997-04-30,,,100-450,,활명당약국,I,2026-05-03 23:05:10,서울특별시 중구 퇴계로 434 (신당동),폐업,03,36,03,,201676.280853428    ,451467.629241319    ,서울특별시 중구 신당동 140번지 1호,1990-02-06,2009-01-30 14:07:34
3010000,PHMD119903010033084000042,1990-02-01,,폐업,1994-07-18,,,100-440,,수범약국,I,2026-05-03 23:05:10,서울특별시 중구 마장로5길 32 (황학동),폐업,03,48,03,,201634.822924331    ,451895.640819451    ,서울특별시 중구 황학동 78번지,1990-02-01,2009-01-30 14:09:10
3010000,PHMD119903010033084000043,1990-01-31,,폐업,1991-01-30,,,100-194,,보은약국,I,2026-05-03 23:05:10,서울특별시 중구 창경궁로 40-7 (을지로4가),폐업,03,31,03,,199812.635939076    ,451504.995460343    ,서울특별시 중구 을지로4가 181번지,1990-01-31,2009-01-30 14:10:10
3010000,PHMD119903010033084000044,1990-01-20,,폐업,1993-10-26,,,100-310,,인제약국,I,2026-05-03 23:05:10,서울특별시 중구 마른내로 101 (오장동),폐업,03,23,03,,199853.311351696    ,451362.911189941    ,서울특별시 중구 오장동 69번지 11호,1990-01-20,2009-01-30 14:11:12
3010000,PHMD119903010033084000045,1990-01-18,,폐업,1991-11-07,,,100-012,,신등원약국,I,2026-05-03 23:05:10,서울특별시 중구 삼일대로6길 20 (충무로2가),폐업,03,17,03,,199067.419469273    ,451106.903130898    ,서울특별시 중구 충무로2가 50번지 2호,1990-01-18,2009-01-30 14:12:33
3010000,PHMD119903010033084000046,1990-01-10,,폐업,1994-04-23,,,100-060,,새광주약국,I,2026-05-03 23:05:10,서울특별시 중구 남대문시장4길 22-1 (남창동),폐업,03,23,03,,197912.843492936    ,450771.53426532     ,서울특별시 중구 남창동 50번지 10호,1990-01-10,2009-01-30 14:13:53
3010000,PHMD119913010033084000001,1991-04-04,,폐업,2009-06-01,,,100-101,,서울약국,I,2026-05-03 23:05:10,,폐업,03,31,03,027372636,,,서울특별시 중구 태평로1가 74,1991-04-04,2009-06-01 10:31:21
3010000,PHMD119913010033084000003,1991-12-28,,폐업,1992-06-15,,,100-450,,성실약국,I,2026-05-03 23:05:10,서울특별시 중구 다산로28길 22 (신당동),폐업,03,22,03,,201236.235544294    ,450800.432244135    ,서울특별시 중구 신당동 321번지 1호,1991-12-28,2009-01-29 09:47:39
3010000,PHMD119913010033084000004,1991-12-12,,폐업,1996-11-09,,,100-330,,구명약국,I,2026-05-03 23:05:10,서울특별시 중구 동호로37길 41 (주교동),폐업,03,34,03,,199930.819233449    ,451834.24429159     ,서울특별시 중구 주교동 43번지 3호,1991-12-12,2009-01-29 09:49:21
3010000,PHMD119913010033084000005,1991-11-04,,폐업,1993-01-07,,,100-450,,새염광약국,I,2026-05-03 23:05:10,서울특별시 중구 다산로28길 40 (신당동),폐업,03,16,03,,201291.179587805    ,450745.848527171    ,서울특별시 중구 신당동 321번지 27호,1991-11-04,2009-01-29 09:50:49
3010000,PHMD119933010033084000016,1993-07-20,,폐업,1998-12-17,,,100-200,,태영약국,I,2026-05-03 23:05:11,서울특별시 중구 남대문로10길 17 (삼각동),폐업,03,25,03,,198486.076972128    ,451674.975511821    ,서울특별시 중구 삼각동 110번지,1993-07-20,2009-01-28 13:23:37
3010000,PHMD119933010033084000017,1993-07-20,,폐업,1997-04-18,,,100-450,,삼성약국,I,2026-05-03 23:05:11,서울특별시 중구 동호로12길 96 (신당동),폐업,03,19,03,,201021.926081448    ,450788.793870023    ,서울특별시 중구 신당동 337번지 55호,1993-07-20,2009-01-28 13:25:28
3010000,PHMD119933010033084000018,1993-07-08,,폐업,1997-05-26,,,100-094,,한진약국,I,2026-05-03 23:05:11,서울특별시 중구 남대문로 6-3 (남대문로4가),폐업,03,79,03,,197857.592033083    ,450900.364835729    ,서울특별시 중구 남대문로4가 20번지 55호,1993-07-08,2009-01-28 13:29:42
3010000,PHMD119933010033084000019,1993-07-03,,폐업,1995-08-22,,,100-282,,한국약국,I,2026-05-03 23:05:11,,폐업,03,39,03,,,,서울특별시 중구 인현동2가 97번지 2호,1993-07-03,2009-01-28 13:31:45
3010000,PHMD119933010033084000020,1993-07-02,,폐업,1994-06-15,,,100-194,,세진약국,I,2026-05-03 23:05:11,서울특별시 중구 창경궁로5길 37 (을지로4가),폐업,03,18,03,,199572.596008119    ,451621.469766529    ,서울특별시 중구 을지로4가 25번지,1993-07-02,2009-01-28 13:33:53
3010000,PHMD119933010033084000021,1993-06-26,,폐업,1995-08-26,,,100-230,,보건약국,I,2026-05-03 23:05:11,서울특별시 중구 삼일대로12길 13 (수표동),폐업,03,19,03,,198921.618245179    ,451618.046232106    ,서울특별시 중구 수표동 56번지 10호,1993-06-26,2009-01-28 13:35:45
3010000,PHMD119933010033084000022,1993-06-08,,폐업,1993-06-21,,,100-230,,보건약국,I,2026-05-03 23:05:11,서울특별시 중구 삼일대로12길 13 (수표동),폐업,03,19,03,,198921.618245179    ,451618.046232106    ,서울특별시 중구 수표동 56번지 10호,1993-06-08,2009-01-28 13:37:27
3010000,PHMD119933010033084000023,1993-06-05,,폐업,1994-04-15,,,100-130,,명일약국,I,2026-05-03 23:05:11,서울특별시 중구 서소문로 81 (순화동),폐업,03,28,03,,197298.131577069    ,451121.178745127    ,서울특별시 중구 순화동 6번지 17호,1993-06-05,2009-01-28 13:39:33
3010000,PHMD119933010033084000024,1993-06-05,,폐업,1998-04-22,,,100-411,,원정약국,I,2026-05-03 23:05:11,서울특별시 중구 마른내로 157-1 (광희동1가),폐업,03,29,03,,200427.459918208    ,451388.146322759    ,서울특별시 중구 광희동1가 101번지 1호,1993-06-05,2009-01-28 13:41:17
3010000,PHMD119933010033084000025,1993-06-04,,폐업,1998-12-21,,,100-012,,조양약국,I,2026-05-03 23:05:11,서울특별시 중구 수표로 13 (충무로2가),폐업,03,20,03,,199062.689440174    ,451135.423672651    ,서울특별시 중구 충무로2가 49번지 6호,1993-06-04,2009-01-28 13:43:04
3010000,PHMD119933010033084000026,1993-06-02,,폐업,2001-05-11,,,100-411,,삼신약국,I,2026-05-03 23:05:11,서울특별시 중구 을지로38길 33 (광희동1가),폐업,03,21,03,,200221.602947445    ,451433.71163857     ,서울특별시 중구 광희동1가 296번지 7호,1993-06-02,2009-01-28 13:45:22
3010000,PHMD119933010033084000027,1993-05-22,,폐업,1994-07-14,,,100-095,,지수당약국,I,2026-05-03 23:05:11,서울특별시 중구 세종대로 13 (남대문로5가),폐업,03,40,03,,197553.417234076    ,450672.904532996    ,서울특별시 중구 남대문로5가 6번지 8호,1993-05-22,2009-01-28 13:47:20
3010000,PHMD119933010033084000028,1993-05-07,,폐업,1994-11-17,,,100-450,,용한약국,I,2026-05-03 23:05:11,서울특별시 중구 동호로7길 37 (신당동),폐업,03,37,03,,200893.529879802    ,449989.938509479    ,서울특별시 중구 신당동 372번지 95호,1993-05-07,2009-01-28 13:49:17
3010000,PHMD119933010033084000029,1993-05-07,,폐업,1993-10-19,,,100-340,,상일약국,I,2026-05-03 23:05:11,서울특별시 중구 창경궁로5가길 33 (산림동),폐업,03,18,03,,199658.90033232     ,451767.017617325    ,서울특별시 중구 산림동 84번지 1호,1993-05-07,2009-01-28 13:51:38
3010000,PHMD119933010033084000030,1993-04-16,,폐업,1994-06-13,,,100-360,,합정약국,I,2026-05-03 23:05:11,서울특별시 중구 청파로 457-1 (중림동),폐업,03,16,03,,197085.500414206    ,450880.510535794    ,서울특별시 중구 중림동 472번지,1993-04-16,2009-01-28 13:53:17
3010000,PHMD119933010033084000031,1993-04-09,,폐업,1993-09-03,,,100-450,,성일약국,I,2026-05-03 23:05:11,서울특별시 중구 퇴계로 352-1 (신당동),폐업,03,19,03,,200882.345436367    ,451362.969247199    ,서울특별시 중구 신당동 228번지 3호,1993-04-09,2009-01-28 13:55:02
3010000,PHMD119933010033084000032,1993-03-18,,폐업,1999-07-03,,,100-161,,봉래구내약국,I,2026-05-03 23:05:11,서울특별시 중구 칠패로 36 (봉래동1가),폐업,03,24,03,,197536.851574317    ,450787.00124727     ,서울특별시 중구 봉래동1가 48번지 3호,1993-03-18,2009-01-28 13:57:19
3010000,PHMD119933010033084000033,1993-05-17,,폐업,1995-01-16,,,100-095,,광명약국,I,2026-05-03 23:05:11,,폐업,03,21,03,,197704.330433205    ,450666.07817741     ,서울특별시 중구 남대문로5가 18번지 2호,1993-05-17,2009-01-28 13:58:58
3010000,PHMD119933010033084000034,1993-02-16,,폐업,1995-12-21,,,100-095,,동서약국,I,2026-05-03 23:05:11,,폐업,03,27,03,,197477.060775895    ,450610.74637891     ,서울특별시 중구 남대문로5가 63번지 7호,1993-02-16,2009-01-28 14:00:29
3010000,PHMD119933010033084000035,1993-02-11,,폐업,2007-09-18,,,100-012,,신등원약국,I,2026-05-03 23:05:11,서울특별시 중구 삼일대로6길 20 (충무로2가),폐업,03,17,03,,199067.419469273    ,451106.903130898    ,서울특별시 중구 충무로2가 50번지 2호,1993-02-11,2009-01-28 14:02:25
3010000,PHMD119933010033084000036,1993-01-28,,폐업,1994-09-05,,,100-450,,염광약국,I,2026-05-03 23:05:11,서울특별시 중구 다산로28길 40 (신당동),폐업,03,17,03,,201291.179587805    ,450745.848527171    ,서울특별시 중구 신당동 321번지 27호,1993-01-28,2009-01-28 14:03:59
3010000,PHMD119933010033084000037,1993-01-15,,폐업,1996-11-21,,,100-051,,왕솔약국,I,2026-05-03 23:05:11,,폐업,03,26,03,,,,서울특별시 중구 회현동1가 202번지,1993-01-15,2009-01-28 14:06:10
3010000,PHMD119933010033084000038,1993-01-13,,폐업,1993-04-15,,,100-340,,상일약국,I,2026-05-03 23:05:11,서울특별시 중구 창경궁로5가길 33 (산림동),폐업,03,18,03,,199658.90033232     ,451767.017617325    ,서울특별시 중구 산림동 84번지 1호,1993-01-13,2009-01-28 14:07:36
3010000,PHMD119933010033084000039,1993-01-12,,폐업,1993-03-26,,,100-450,,매일약국,I,2026-05-03 23:05:11,서울특별시 중구 다산로36길 8 (신당동),폐업,03,20,03,,201324.376796631    ,451164.002224896    ,서울특별시 중구 신당동 292번지 37호,1993-01-12,2009-01-28 14:09:00
3010000,PHMD119933010033084000040,1993-01-11,,폐업,2000-01-27,,,100-191,,동경약국,I,2026-05-03 23:05:11,,폐업,03,18,03,,,,서울특별시 중구 을지로1가 37번지 5호,1993-01-11,2009-01-28 14:10:31
3010000,PHMD119943010033084000001,1994-04-26,,폐업,2016-03-04,,,100-832,04614,신당약국,I,2026-05-03 23:05:11,서울특별시 중구 장충단로8길 65 (신당동),폐업,03,36,03,0222377077,200825.526604881    ,451097.322364698    ,서울특별시 중구 신당동 393번지 3호,1994-04-26,2016-03-04 11:09:31
3010000,PHMD119943010033084000002,1994-05-11,,폐업,2018-10-01,,,100-094,04528,평화약국,I,2026-05-03 23:05:11,서울특별시 중구 남대문시장길 21 (남대문로4가),폐업,03,25,03,027556059,197907.954700424    ,450885.606636938    ,서울특별시 중구 남대문로4가 18번지 11호,1994-05-11,2018-10-01 10:30:39
3010000,PHMD119943010033084000003,1994-07-27,,폐업,2019-08-07,,,100-888,04612,성인약국,I,2026-05-03 23:05:11,서울특별시 중구 퇴계로 352-1 (신당동),폐업,03,20,03,0222527102,200882.345436367    ,451362.969247199    ,서울특별시 중구 신당동 228번지 3호,1994-07-27,2019-08-07 09:10:47
3010000,PHMD119943010033084000004,1994-12-30,,폐업,1995-07-24,,,100-450,,염광약국,I,2026-05-03 23:05:11,서울특별시 중구 다산로28길 40 (신당동),폐업,03,21,03,,201291.179587805    ,450745.848527171    ,서울특별시 중구 신당동 321번지 27호,1994-12-30,2009-01-28 10:48:20
3010000,PHMD119943010033084000005,1994-12-17,,폐업,2001-04-28,,,100-360,,합정약국,I,2026-05-03 23:05:11,서울특별시 중구 청파로 457-1 (중림동),폐업,03,15,03,,197085.500414206    ,450880.510535794    ,서울특별시 중구 중림동 472번지,1994-12-17,2009-01-28 10:49:57
3010000,PHMD119943010033084000006,1994-10-06,,폐업,1998-01-21,,,100-440,,상산약국,I,2026-05-03 23:05:11,,폐업,03,41,03,,201686.07376784     ,451520.650686027    ,서울특별시 중구 황학동 720번지,1994-10-06,2009-01-28 10:52:01
3010000,PHMD119943010033084000007,1994-08-27,,폐업,1995-09-05,,,100-440,,희망약국,I,2026-05-03 23:05:11,서울특별시 중구 난계로11길 13 (황학동),폐업,03,16,03,,201933.988731333    ,451520.369730546    ,서울특별시 중구 황학동 2504번지,1994-08-27,2009-01-28 10:53:36
3010000,PHMD119943010033084000008,1994-08-25,,폐업,1995-04-12,,,100-450,,재연약국,I,2026-05-03 23:05:11,서울특별시 중구 다산로33다길 38 (신당동),폐업,03,21,03,,201137.76686468     ,451348.52037713     ,서울특별시 중구 신당동 304번지 303호,1994-08-25,2009-01-28 10:55:04
3010000,PHMD119943010033084000009,1994-08-10,,폐업,1996-10-24,,,100-450,,해강약국,I,2026-05-03 23:05:11,서울특별시 중구 다산로 61 (신당동),폐업,03,30,03,,200580.19779415     ,449748.354142254    ,서울특별시 중구 신당동 432번지 728호,1994-08-10,2009-01-28 10:56:56
3010000,PHMD119943010033084000010,1994-07-26,,폐업,1995-06-30,,,100-041,,새제일약국,I,2026-05-03 23:05:11,서울특별시 중구 퇴계로18길 8 (남산동1가),폐업,03,26,03,,198640.52032699     ,450906.454358505    ,서울특별시 중구 남산동1가 5번지 1호,1994-07-26,2009-01-28 10:58:40
3010000,PHMD119943010033084000011,1994-07-19,,폐업,1994-10-20,,,100-440,,수범약국,I,2026-05-03 23:05:11,서울특별시 중구 마장로5길 32 (황학동),폐업,03,29,03,,201634.822924331    ,451895.640819451    ,서울특별시 중구 황학동 78번지,1994-07-19,2009-01-28 11:00:21
3010000,PHMD119943010033084000012,1994-07-16,,폐업,1995-10-28,,,100-320,,보영약국,I,2026-05-03 23:05:11,서울특별시 중구 동호로 376 (방산동),폐업,03,49,03,,200149.661350411    ,451742.650390416    ,서울특별시 중구 방산동 79번지 1호,1994-07-16,2009-01-28 11:17:01
3010000,PHMD119943010033084000013,1994-06-18,,폐업,1994-12-14,,,100-360,,합정약국,I,2026-05-03 23:05:11,서울특별시 중구 청파로 457-1 (중림동),폐업,03,17,03,,197085.500414206    ,450880.510535794    ,서울특별시 중구 중림동 472번지,1994-06-18,2009-01-28 11:18:33
3010000,PHMD119943010033084000014,1994-05-25,,폐업,2007-07-30,,,100-450,,선진약국,I,2026-05-03 23:05:11,서울특별시 중구 동호로7길 13 (신당동),폐업,03,32,03,,200917.691229311    ,450099.447208811    ,서울특별시 중구 신당동 372번지 36호,1994-05-25,2009-01-28 11:19:47
3010000,PHMD119943010033084000015,1994-05-20,,폐업,1997-04-19,,,100-272,,기쁜약국,I,2026-05-03 23:05:11,서울특별시 중구 퇴계로36가길 89 (필동2가),폐업,03,19,03,,199516.426225146    ,450459.821233411    ,서울특별시 중구 필동2가 122번지 1호,1994-05-20,2009-01-28 11:21:15
3010000,PHMD119943010033084000016,1994-05-07,,폐업,2000-10-17,,,100-130,,박성규약국,I,2026-05-03 23:05:11,서울특별시 중구 서소문로 81 (순화동),폐업,03,29,03,,197298.131577069    ,451121.178745127    ,서울특별시 중구 순화동 6번지 17호,1994-05-07,2009-01-28 11:23:26
3010000,PHMD119993010033084000012,1999-05-18,,폐업,2000-10-25,,,100-162,,연금매장약국,I,2026-05-03 23:05:17,"서울특별시 중구 청파로 426 (봉래동2가,철도청연금매점)",폐업,03,18,03,,197242.994816102    ,450658.947895548    ,서울특별시 중구 봉래동2가 122번지 철도청연금매점,1999-05-18,2009-01-23 13:48:33
3010000,PHMD119993010033084000013,1999-04-21,,폐업,2003-11-27,,,100-162,,서울중앙약국,I,2026-05-03 23:05:17,"서울특별시 중구 한강대로 405 (봉래동2가,서울역사내 2층)",폐업,03,24,03,,197229.761422932    ,450418.159244379    ,서울특별시 중구 봉래동2가 122번지 11호 서울역사내 2층,1999-04-21,2009-01-23 13:51:10
3010000,PHMD119993010033084000014,1999-03-09,,폐업,2001-10-31,,,100-450,,구생당약국,I,2026-05-03 23:05:17,서울특별시 중구 퇴계로90길 39 (신당동),폐업,03,40,03,22349349,201862.63206521     ,451251.873551121    ,서울특별시 중구 신당동 164번지 1호,1999-03-09,2009-01-23 13:53:04
3010000,PHMD119993010033084000015,1999-03-04,,폐업,2000-08-17,,,100-196,,두산약국,I,2026-05-03 23:05:17,"서울특별시 중구 장충단로 275 (을지로6가,두산타워 지하1층 특3호)",폐업,03,21,03,33987070,200703.625559248    ,451836.458256618    ,서울특별시 중구 을지로6가 18번지 12호 두산타워 지하1층 특3호,1999-03-04,2009-01-23 13:56:51
3010000,PHMD119993010033084000016,1999-01-29,,폐업,1999-03-12,,,100-300,,천지약국,I,2026-05-03 23:05:17,서울특별시 중구 을지로14길 27 (초동),폐업,03,30,03,22796879,199247.65288288     ,451416.854243777    ,서울특별시 중구 초동 19번지 9호,1999-01-29,2009-01-23 13:58:47
3010000,PHMD119993010033084000017,1999-01-15,,폐업,2000-07-27,,,100-032,,우진약국,I,2026-05-03 23:05:17,서울특별시 중구 수표로 26 (저동2가),폐업,03,20,03,,199083.051022836    ,451246.391115302    ,서울특별시 중구 저동2가 48번지 7호,1999-01-15,2009-01-23 14:00:43
3010000,PHMD119993010033084000018,1999-01-13,,폐업,2004-02-28,,,100-095,,혜화당약국,I,2026-05-03 23:05:17,,폐업,03,27,03,,197477.060775895    ,450610.74637891     ,서울특별시 중구 남대문로5가 63번지 7호,1999-01-13,2009-01-23 14:02:19
3010000,PHMD119993010033084000019,1999-01-13,,폐업,2001-12-11,,,100-012,,충무약국,I,2026-05-03 23:05:17,서울특별시 중구 명동8가길 11 (충무로2가),폐업,03,17,03,,198661.124896536    ,451075.731179463    ,서울특별시 중구 충무로2가 66번지 6호,1999-01-13,2009-01-23 14:04:20
3010000,PHMD119993010033084000020,1999-07-14,,폐업,1999-07-14,,,100-195,,경보약국,I,2026-05-03 23:05:17,서울특별시 중구 동호로 349 (을지로5가),폐업,03,25,03,,200115.066620683    ,451477.289419261    ,서울특별시 중구 을지로5가 274번지 10호,1999-07-14,2009-01-28 09:05:03
3010000,PHMD120003010033084000002,2000-01-06,,폐업,2015-02-04,,,100-863,,녹원약국,I,2026-05-03 23:05:17,서울특별시 중구 충무로2길 37 (충무로4가),폐업,03,21,03,0222665832,199511.558012697    ,451125.383543955    ,서울특별시 중구 충무로4가 25번지,2000-01-06,2015-02-04 15:48:40
3010000,PHMD120003010033084000006,2000-06-29,,폐업,2019-12-02,,,100-380,04619,성균제일약국,I,2026-05-03 23:05:17,서울특별시 중구 퇴계로48길 31 (묵정동),폐업,03,52,03,0222696872,199941.848905876    ,450989.744891385    ,서울특별시 중구 묵정동 29번지 41호,2000-06-29,2019-12-02 15:16:40
3010000,PHMD120003010033084000007,2000-07-29,,폐업,2009-11-02,,,100-453,,평화약국,I,2026-05-03 23:05:17,,폐업,03,43,03,0222330373,,,서울특별시 중구 신당3동 373-3동양빌딩202호,2000-07-29,2009-11-02 15:20:50
3010000,PHMD120003010033084000009,2000-10-16,,폐업,2015-01-05,,,100-754,,신정약국,I,2026-05-03 23:05:17,"서울특별시 중구 다산로 32, 203호 (신당동, 남산타운5상가)",폐업,03,22,03,0222561873,200750.455125653    ,449638.824308081    ,서울특별시 중구 신당동 844번지 남산타운5상가 203호,2000-10-16,2015-01-05 11:25:34
