안전표지일련번호,도로종류,도로노선번호,도로노선명,도로노선방향,도로형태,차로수,도로폭,소재지도로명주소,소재지지번주소,위도,경도,안전표지구분,안전표지종별일련번호,주행제한속도,안전표지설명,지주형식,제2외국어표기여부,설치일자,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
500142,시도,7번,동해대로,3,1,1,3.3,,강원특별자치도 동해시 단봉동 700-1,37.4782201,129.1187301,2,221,,차높이제한2.3m,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
500141,시도,7번,전천로,3,1,2,8.9,,강원특별자치도 동해시 북평동 94-3,37.4806901,129.1199601,1,112,,좌로굽은도로,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
500140,시도,7번,전천로,3,1,2,9.7,,강원특별자치도 동해시 북평동 89-6,37.4810801,129.1207401,1,111,,우로굽은도로,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
500139,시도,7번,전천로,3,1,2,9,,강원특별자치도 동해시 북평동 277-14,37.4813201,129.1215001,3,322,,횡단보도,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
500138,시도,7번,전천로,3,1,2,9,,강원특별자치도 동해시 북평동 93-2,37.4810301,129.1194401,1,112,,좌로굽은도로,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
500118,시도,7번,전천로,3,1,2,9,,강원특별자치도 동해시 북평동 277,37.4835501,129.1259901,1,133,,어린이보호,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
500116,시도,7번,전천로,3,1,2,10,,강원특별자치도 동해시 북평동 150-1,37.4811501,129.1223801,1,132,,횡단보도,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
500114,시도,7번,전천로,3,2,2,8.8,,강원특별자치도 동해시 북평동 277,37.4835501,129.1259901,3,324,,어린이보호,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
500110,시도,7번,전천로,3,1,2,9,,강원특별자치도 동해시 북평동 28-9,37.4828801,129.1245501,3,324,,어린이보호,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
500106,시도,7번,전천로,3,1,2,9,,강원특별자치도 동해시 북평동 277,37.4835501,129.1259901,1,133,,어린이보호,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
500105,시도,7번,전천로,3,1,2,9,,강원특별자치도 동해시 북평동 277,37.4835501,129.1259901,3,324,,어린이보호,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550079,시도,7번,평원로,3,1,4,14,,강원특별자치도 동해시 평릉동 455,37.5294401,129.1165201,1,101,,┼자형교차로,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550076,시도,7번,평원4길,3,1,2,8.1,,강원특별자치도 동해시 평릉동 490,37.5277101,129.1181401,3,324,,어린이보호,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550075,시도,7번,평원4길,3,1,1,6,,강원특별자치도 동해시 평릉동 491,37.5271901,129.1166801,1,129,,과속방지턱,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550074,시도,7번,평원4길,3,1,1,6,,강원특별자치도 동해시 평릉동 491,37.5271901,129.1166801,1,129,,과속방지턱,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550073,시도,7번,평원4길,3,1,1,6.1,,강원특별자치도 동해시 평릉동 491,37.5271901,129.1166801,1,102,,T자형교차로,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550069,시도,7번,평원4길,3,1,1,6,,강원특별자치도 동해시 평릉동 491,37.5271901,129.1166801,3,324,,어린이보호,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550066,시도,7번,평원4길,3,1,2,8.1,,강원특별자치도 동해시 평릉동 490,37.5277101,129.1181401,1,104,,ㅏ자형교차로,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550065,시도,7번,평원4길,3,1,2,8.1,,강원특별자치도 동해시 평릉동 490,37.5277101,129.1181401,1,129,,과속방지턱,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550064,시도,7번,평원4길,3,1,2,8,,강원특별자치도 동해시 평릉동 490,37.5277101,129.1181401,1,129,,과속방지턱,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550062,시도,7번,평원4길,3,1,2,8,,강원특별자치도 동해시 평릉동 490,37.5277101,129.1181401,1,129,,과속방지턱,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550061,시도,7번,평원4길,3,1,2,8,,강원특별자치도 동해시 평릉동 490,37.5277101,129.1181401,3,324,,어린이보호,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550059,시도,7번,평원4길,3,1,2,8,,강원특별자치도 동해시 평릉동 490,37.5277101,129.1181401,1,129,,과속방지턱,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550056,시도,7번,평원로,3,1,4,14.2,,강원특별자치도 동해시 평릉동 455,37.5294401,129.1165201,1,132,,횡단보도,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550055,시도,7번,평원로,3,1,4,13.9,,강원특별자치도 동해시 평릉동 455,37.5294401,129.1165201,1,101,,┼자형교차로,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550051,시도,7번,평원1길,3,2,2,10.1,,강원특별자치도 동해시 평릉동 479-7,37.5289301,129.1168601,3,322,,횡단보도,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550049,시도,7번,평원1길,3,2,2,7.8,,강원특별자치도 동해시 평릉동 473,37.5294801,129.1161301,3,322,,횡단보도,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550047,시도,7번,평원로,3,1,4,14,,강원특별자치도 동해시 평릉동 455,37.5294401,129.1165201,1,132,,횡단보도,2, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550046,시도,7번,하평로,3,1,5,17,,강원특별자치도 동해시 평릉동 430,37.5323501,129.1141401,1,132,,횡단보도,2, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550040,시도,7번,하평로,3,2,5,16.9,,강원특별자치도 동해시 평릉동 430,37.5323501,129.1141401,3,303,,자전거및보행자겸용도로,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550036,시도,7번,평원로,3,1,4,14,,강원특별자치도 동해시 평릉동 455,37.5294401,129.1165201,1,101,,┼자형교차로,2, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550034,시도,7번,하평로,3,1,5,17,,강원특별자치도 동해시 평릉동 430,37.5323501,129.1141401,1,101,,┼자형교차로,2, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550030,시도,7번,평원1길,3,2,2,9.8,,강원특별자치도 동해시 평릉동 437,37.5344901,129.1142101,3,322,,횡단보도,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550029,시도,7번,평원1길,3,1,2,9.9,,강원특별자치도 동해시 평릉동 437,37.5344901,129.1142101,1,129,,과속방지턱,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550024,시도,7번,평원로,3,2,4,14,,강원특별자치도 동해시 평릉동 455,37.5294401,129.1165201,3,322,,횡단보도,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550022,시도,7번,평원1길,3,1,2,9.9,,강원특별자치도 동해시 평릉동 437,37.5344901,129.1142101,2,226,,서행,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550017,시도,7번,평원1길,3,1,2,10.1,,강원특별자치도 동해시 평릉동 459,37.5316601,129.1168001,2,226,,서행,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550016,시도,7번,평원1길,3,1,2,10,,강원특별자치도 동해시 평릉동 463,37.5311801,129.1166901,2,226,,서행,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550015,시도,7번,평원1길,3,1,2,9.7,,강원특별자치도 동해시 평릉동 459,37.5316601,129.1168001,2,226,,서행,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550014,시도,7번,하평로,3,2,5,23.1,,강원특별자치도 동해시 평릉동 430,37.5323501,129.1141401,3,303,,자전거및보행자겸용도로,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604029,시도,42번,청운3길,3,1,2,10.1,,강원특별자치도 동해시 쇄운동 80-138,37.4850401,129.1022501,2,228,,양보,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604028,시도,7번,강원남부로,3,2,4,14,,강원특별자치도 동해시 단봉동 909-9,37.4787901,129.1250301,3,322,,횡단보도,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604026,시도,7번,항골2길,3,1,2,16.3,,강원특별자치도 동해시 천곡동 580-1,37.5196801,129.1007601,3,322,,횡단보도,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604025,시도,7번,봉오주택길,3,1,2,7.4,,강원특별자치도 동해시 용정동 268,37.5107101,129.1208601,3,324,,어린이보호,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604024,시도,7번,봉오주택길,3,1,2,7.4,,강원특별자치도 동해시 용정동 268,37.5107101,129.1208601,2,224,,최고속도제한30,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604023,시도,7번,봉오주택길,3,1,2,7.4,,강원특별자치도 동해시 용정동 268,37.5107101,129.1208601,1,129,,과속방지턱,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604022,시도,7번,중앙로,3,1,4,29.3,,강원특별자치도 동해시 용정동 27-7,37.5063301,129.1273401,1,105,,ㅓ자형교차로,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604020,시도,7번,봉오주택길,3,1,2,7.4,,강원특별자치도 동해시 용정동 268,37.5107101,129.1208601,4,418,,구간내 200M,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604019,시도,7번,중앙로,3,1,3,13.4,,강원특별자치도 동해시 용정동 273-1,37.5103201,129.1190601,1,133,,어린이보호,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604018,시도,7번,중앙로,3,1,3,13.4,,강원특별자치도 동해시 용정동 273-1,37.5103201,129.1190601,1,104,,ㅏ자형교차로,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604017,시도,7번,중앙로,3,1,3,29.5,,강원특별자치도 동해시 용정동 산29-2,37.5107701,129.1188901,4,418,,구간내 200M,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604016,시도,7번,중앙로,3,1,4,20,,강원특별자치도 동해시 용정동 487,37.5117201,129.1193201,1,133,,어린이보호,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604015,시도,7번,중앙로,3,1,4,22,,강원특별자치도 동해시 천곡동 1090-30,37.5151101,129.1210401,1,132,,횡단보도,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604014,시도,7번,초구길,3,1,1,22.7,,강원특별자치도 동해시 초구동 409,37.5762101,129.0883701,2,228,,양보,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604013,시도,7번,새들길,3,1,2,7.1,,강원특별자치도 동해시 초구동 408,37.5724901,129.0882901,4,415,,통행주의,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604012,시도,7번,새들길,3,1,2,7,,강원특별자치도 동해시 초구동 261-5,37.5760001,129.0835701,4,415,,통행주의,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604011,시도,7번,새들길,3,1,2,7.5,,강원특별자치도 동해시 초구동 300-2,37.5744101,129.0789701,2,224,,최고속도제한40,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604009,시도,7번,새들길,3,1,2,7.3,,강원특별자치도 동해시 초구동 310-4,37.5732001,129.0765601,4,415,,통행주의,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604006,시도,7번,초구길,1,1,1,22.7,,강원특별자치도 동해시 초구동 409,37.5762101,129.0883701,2,211,,진입금지,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604005,시도,7번,새들길,3,1,3,13.8,,강원특별자치도 동해시 초구동 359-1,37.5765201,129.0924401,1,105,,ㅓ자형교차로,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604003,시도,7번,중앙로,3,1,3,24.4,,강원특별자치도 동해시 용정동 산29-2,37.5107701,129.1188901,1,119,,우측차로 없어짐,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604002,시도,42번,효자로,3,1,1,3.2,,강원특별자치도 동해시 쇄운동 260-2,37.4869301,129.1006301,1,140,,위험,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604001,시도,7번,전천로,3,2,3,15.7,,강원특별자치도 동해시 이도동 8-9,37.4801201,129.1153701,3,322,,횡단보도,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550085,시도,7번,평원4길,3,1,1,6,,강원특별자치도 동해시 평릉동 491,37.5271901,129.1166801,2,226,,서행,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550084,시도,7번,평원4길,3,1,2,8,,강원특별자치도 동해시 평릉동 490,37.5277101,129.1181401,2,226,,서행,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550083,시도,7번,평원4길,3,1,2,8,,강원특별자치도 동해시 평릉동 490,37.5277101,129.1181401,2,226,,서행,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550082,시도,7번,평원4길,3,1,2,8.1,,강원특별자치도 동해시 평릉동 490,37.5277101,129.1181401,2,226,,서행,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550081,시도,7번,평원4길,3,1,2,8,,강원특별자치도 동해시 평릉동 490,37.5277101,129.1181401,2,226,,서행,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
550080,시도,7번,평원4길,3,1,1,6,,강원특별자치도 동해시 평릉동 491,37.5271901,129.1166801,2,226,,서행,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604065,시도,7번,천곡1길,3,1,3,17.5,,강원특별자치도 동해시 천곡동 1090-6,37.5253501,129.1100001,2,226,,서행,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604064,시도,7번,천곡1길,3,1,3,14.9,,강원특별자치도 동해시 천곡동 1090-8,37.5249101,129.1132001,2,228,,양보,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604063,시도,7번,중앙로,3,1,3,13.4,,강원특별자치도 동해시 용정동 71-7,37.5032001,129.1255701,3,322,,횡단보도,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604062,시도,7번,중앙로,3,1,3,29.5,,강원특별자치도 동해시 용정동 산29-2,37.5107701,129.1188901,2,224,,최고속도제한30,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604061,시도,7번,중앙로,3,1,3,29.5,,강원특별자치도 동해시 용정동 산29-2,37.5107701,129.1188901,3,324,,어린이보호,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604060,시도,7번,해안로,3,1,4,20.1,,강원특별자치도 동해시 용정동 26-1,37.5063601,129.1275101,3,322,,횡단보도,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604059,시도,7번,중앙로,3,1,1,20.4,,강원특별자치도 동해시 용정동 487,37.5117201,129.1193201,3,322,,횡단보도,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604058,시도,7번,중앙로,3,1,4,20,,강원특별자치도 동해시 용정동 487,37.5117201,129.1193201,1,129,,과속방지턱,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604057,시도,7번,중앙로,3,1,4,20,,강원특별자치도 동해시 용정동 487,37.5117201,129.1193201,1,132,,횡단보도,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604056,시도,7번,중앙로,3,1,3,12.6,,강원특별자치도 동해시 용정동 71-5,37.5032001,129.1255701,3,322,,횡단보도,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604055,시도,7번,전천로,3,1,3,15.7,,강원특별자치도 동해시 이도동 8-9,37.4801201,129.1153701,3,303,,자전거및보행자겸용도로,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604054,시도,7번,전천로,3,1,3,15.7,,강원특별자치도 동해시 이도동 8-9,37.4801201,129.1153701,2,224,,최고속도제한40,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604053,시도,7번,이원로,3,1,4,16.6,,강원특별자치도 동해시 이도동 280-1,37.4799501,129.1138501,1,101,,┼자형교차로,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604052,시도,7번,이원로,3,1,4,18.1,,강원특별자치도 동해시 이도동 280-1,37.4799501,129.1138501,1,132,,횡단보도,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604051,시도,7번,이원로,3,1,4,18.1,,강원특별자치도 동해시 이도동 280-1,37.4799501,129.1138501,2,226,,서행,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604050,시도,7번,동해대로,3,2,4,21.6,,강원특별자치도 동해시 이도동 162-5,37.4798601,129.1132901,3,322,,횡단보도,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604048,시도,7번,전천로,3,2,3,15.7,,강원특별자치도 동해시 이도동 9-26,37.4801201,129.1158201,3,303,,자전거및보행자겸용도로,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604047,시도,7번,전천로,3,1,3,15.7,,강원특별자치도 동해시 이도동 9-26,37.4801201,129.1158201,3,322,,횡단보도,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604046,시도,7번,전천로,3,1,3,15.7,,강원특별자치도 동해시 이도동 8-9,37.4801201,129.1153701,1,108,,좌합류도로,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604045,시도,7번,이원로,3,1,3,15.7,,강원특별자치도 동해시 이도동 24-1,37.4799401,129.1148981206,1,132,,횡단보도,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604044,시도,7번,이원로,3,1,3,15.7,,강원특별자치도 동해시 이도동 24-1,37.4799401,129.1148981206,2,226,,서행,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604043,시도,7번,이원로,3,1,4,16,,강원특별자치도 동해시 이도동 28-1,37.4798201,129.1139901,3,303,,자전거및보행자겸용도로,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604042,시도,7번,이원로,3,1,4,18.1,,강원특별자치도 동해시 이도동 27-1,37.4798501,129.1136601,2,224,,최고속도제한40,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604035,시도,38번,선돌길,3,1,4,14,,강원특별자치도 동해시 단봉동 110-7,37.4792958594,129.1261101,1,132,,횡단보도,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604034,시도,38번,선돌길,3,2,4,14,,강원특별자치도 동해시 단봉동 62-1,37.4787001,129.1244968049,3,322,,횡단보도,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604033,시도,38번,선돌길,3,1,4,14,,강원특별자치도 동해시 단봉동 62-1,37.4787001,129.1244968049,3,306,,우회전,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604032,시도,38번,선돌길,3,1,4,14,,강원특별자치도 동해시 단봉동 62-1,37.4787001,129.1244968049,1,132,,횡단보도,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604031,시도,42번,효자로,3,1,1,3.2,,강원특별자치도 동해시 쇄운동 260-2,37.4869301,129.1006301,1,110,,철길건널목,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
604030,시도,42번,효자로,3,1,1,3.2,,강원특별자치도 동해시 쇄운동 260-2,37.4869301,129.1006301,2,227,,정지,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
20160465,시도,42번,송정1길,3,2,2,9,,강원특별자치도 동해시 송정동 1029-2,37.4951801,129.1230401,3,322,,횡단보도,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
20160464,시도,42번,송정1길,3,1,1,6.3,,강원특별자치도 동해시 송정동 1034-2,37.4949801,129.1237701,2,226,,서행,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
20160463,시도,42번,송정1길,3,2,1,8.4,,강원특별자치도 동해시 송정동 1034-2,37.4949801,129.1237701,3,324,,어린이보호,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
20160462,시도,42번,송정1길,3,2,1,8.4,,강원특별자치도 동해시 송정동 1034-2,37.4949801,129.1237701,2,224,,최고속도제한,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
20160461,시도,42번,송정1길,3,1,2,9,,강원특별자치도 동해시 송정동 1029-2,37.4951801,129.1230401,1,129,,과속방지턱,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
20160459,시도,42번,송정1길,3,1,2,7.9,,강원특별자치도 동해시 송정동 1059-4,37.4935401,129.1231501,1,129,,과속방지턱,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
20160458,시도,42번,송정1길,3,1,2,8.2,,강원특별자치도 동해시 송정동 1058-1,37.4935401,129.1226801,3,324,,어린이보호,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
20160457,시도,42번,송정1길,3,1,2,8.2,,강원특별자치도 동해시 송정동 1058-1,37.4935401,129.1226801,2,224,,최고속도제한,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
20160456,시도,42번,송정1길,3,1,2,8.2,,강원특별자치도 동해시 송정동 1058-4,37.4935601,129.1225601,4,427,,어린이보호구역해제,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
20160455,시도,42번,송정1길,3,1,2,8.2,,강원특별자치도 동해시 송정동 1058-4,37.4935601,129.1225601,4,427,,속도제한해제,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
20160454,시도,42번,송정1길,3,2,2,14.6,,강원특별자치도 동해시 송정동 1064-14,37.4942501,129.1240301,3,324,,어린이보호,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
20160453,시도,42번,송정1길,3,2,2,14.6,,강원특별자치도 동해시 송정동 1064-14,37.4942501,129.1240301,2,224,,최고속도제한,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
20160452,시도,42번,송정1길,3,2,2,14.6,,강원특별자치도 동해시 송정동 1064-14,37.4942501,129.1240301,4,418,,구간내,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
20160451,시도,42번,송정1길,3,1,2,8.9,,강원특별자치도 동해시 송정동 1048-3,37.4937301,129.1243101,1,133,,어린이보호,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
20160450,시도,42번,송정1길,3,2,2,8.9,,강원특별자치도 동해시 송정동 1048-3,37.4937301,129.1243101,2,218,,정차주차금지,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
20160448,시도,42번,송정1길,3,1,1,5.8,,강원특별자치도 동해시 송정동 1670,37.4950601,129.1259101,1,129,,과속방지턱,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
20160447,시도,42번,송정1길,3,1,1,5.8,,강원특별자치도 동해시 송정동 1670,37.4950601,129.1259101,2,226,,서행,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
20160446,시도,42번,송정1길,3,1,1,5.3,,강원특별자치도 동해시 송정동 1670,37.4950601,129.1259101,1,313,,우측면통행,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
20160445,시도,42번,송정1길,3,1,1,5.3,,강원특별자치도 동해시 송정동 1670,37.4950601,129.1259101,1,109,,회전형교차로,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
20160444,시도,42번,동해역길,3,1,1,7.3,,강원특별자치도 동해시 송정동 1087-1,37.4990501,129.1242401,1,140,,위험,1, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
20160443,시도,42번,동해역길,3,1,4,17.4,,강원특별자치도 동해시 송정동 1117-1,37.4915601,129.1225601,3,325,,자전거횡단도,3, ,,강원특별자치도 동해시청,033-530-2520,2026-01-16,4211000,강원특별자치도 동해시
