보행자우선도로명,시도명,시군구명,보행자우선도로시작점위도,보행자우선도로시작점경도,보행자우선도로종료점위도,보행자우선도로종료점경도,보행자우선도로지정일자,연장거리,도로폭,보행자우선도로지정목적,보호구역지정여부,자동차운행속도제한속도,일방통행적용여부,통행제한차량,노상주차허용여부,보행자통행유발시설현황,보행자교통사고발생건수,보행자사망사고건수,속도저감시설,교통안내시설,보행안전시설,보행약자지원시설,보행자편익시설,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
용문동 보행자우선도로(용문로),대전광역시,서구,36.340687,127.388181,35.338995,127.390203,2022-07-12,401,6,보행자의 안전을 위한 사람중심의 교통체계 조성,N,20,Y,없음,Y,롯데백화점+용문역,0,0,고원식교차로+고원식횡단보도+과속방지턱,,,,,대전광역시 서구청,042-288-3924,2026-01-08,3660000,대전광역시 서구
용문동 보행자우선도로(계룡로 620),대전광역시,서구,36.340687,127.388181,35.338995,127.390203,2022-07-12,206,6,보행자의 안전을 위한 사람중심의 교통체계 조성,N,20,Y,없음,Y,롯데백화점+용문역,0,0,고원식교차로+고원식횡단보도+과속방지턱,,,,,대전광역시 서구청,042-288-3924,2026-01-08,3660000,대전광역시 서구
용문동 보행자우선도로(도솔로 388),대전광역시,서구,36.340687,127.388181,35.338995,127.390203,2022-07-12,262,6,보행자의 안전을 위한 사람중심의 교통체계 조성,N,20,Y,없음,Y,롯데백화점+용문역,0,0,고원식교차로+과속방지턱,,,,,대전광역시 서구청,042-288-3924,2026-01-08,3660000,대전광역시 서구
용문동 보행자우선도로(도산로 369),대전광역시,서구,36.340687,127.388181,35.338995,127.390203,2022-07-12,327,6,보행자의 안전을 위한 사람중심의 교통체계 조성,N,20,Y,없음,Y,롯데백화점+용문역,0,0,고원식교차로+고원식횡단보도+과속방지턱,,,,,대전광역시 서구청,042-288-3924,2026-01-08,3660000,대전광역시 서구
월평동 보행자우선도로(월평중로 14번길),대전광역시,서구,36.355689,127.361064,36.355667,127.367603,2022-07-12,298,8,보행자의 안전을 위한 사람중심의 교통체계 조성,N,20,N,없음,N,이마트트레이더스+월평중학교,0,0,고원식교차로+고원식횡단보도+과속방지턱,표지판,,,,대전광역시 서구청,042-288-3924,2026-01-08,3660000,대전광역시 서구
월평동 보행자우선도로(월평중로 13번길),대전광역시,서구,36.355689,127.361064,36.355667,127.367603,2022-07-12,265,8,보행자의 안전을 위한 사람중심의 교통체계 조성,N,20,N,없음,N,이마트트레이더스+월평중학교,0,0,고원식교차로+고원식횡단보도+과속방지턱,표지판,,,,대전광역시 서구청,042-288-3924,2026-01-08,3660000,대전광역시 서구
도마로 보행자우선도로,대전광역시,서구,36.322502,127.370267,36.322417,127.373667,2022-07-12,297,7,보행자의 안전을 위한 사람중심의 교통체계 조성,N,20,N,없음,N,배제대학교,0,0,고원식교차로+과속방지턱,표지판,주차단속 CCTV,,,대전광역시 서구청,042-288-3924,2026-01-08,3660000,대전광역시 서구
디지털로32길,서울특별시,구로구,37.482955,126.900477,37.484287,126.901566,2025-01-16,170,7,주거지역 환경 보전 및 안전,N,30,N,없음,N,주택가,,,,,,,,서울특별시 구로구청,02-860-2453,2026-01-12,3160000,서울특별시 구로구
디지털로32나길,서울특별시,구로구,37.483215,126.899812,37.484811,126.901127,2025-01-16,448,3.5,주거지역 환경 보전 및 안전,N,30,N,없음,N,주택가,,,,,,,,서울특별시 구로구청,02-860-2453,2026-01-12,3160000,서울특별시 구로구
구로중앙로7길,서울특별시,구로구,37.490790,126.890589,37.491543,126.891822,2025-01-16,130,8,주거지역 환경 보전 및 안전,N,30,N,없음,N,주택가,,,,,,,,서울특별시 구로구청,02-860-2453,2026-01-12,3160000,서울특별시 구로구
구로중앙로8길,서울특별시,구로구,37.491598,126.891945,37.493287,126.894584,2025-01-16,214,8.6,주거지역 환경 보전 및 안전,N,30,N,없음,N,주택가,,,,,,,,서울특별시 구로구청,02-860-2453,2026-01-12,3160000,서울특별시 구로구
오리로22나길,서울특별시,구로구,37.500004,126.831553,37.499893,126.829463,2022-12-15,300,8,주거지역 환경 보전 및 안전,N,30,N,없음,N,주택가,,,,,,,,서울특별시 구로구청,02-860-2453,2026-01-12,3160000,서울특별시 구로구
고척로45길,서울특별시,구로구,37.504131,126.852901,37.507260,126.854200,2022-12-15,400,6115,주거지역 환경 보전 및 안전,N,20,N,없음,N,주택가,,,,,,,,서울특별시 구로구청,02-860-2453,2026-01-12,3160000,서울특별시 구로구
경인로35길,서울특별시,구로구,37.503217,126.851315,37.497487,126.855335,2022-12-15,330,7,주거지역 환경 보전 및 안전,N,30,N,없음,N,주택가,,,,,,,,서울특별시 구로구청,02-860-2453,2026-01-12,3160000,서울특별시 구로구
디지털로32가길(문성골),서울특별시,구로구,37.478817,126.896357,37.478853,126.896188,2022-12-15,330,5,주거지역 환경 보전 및 안전,N,30,N,없음,N,주택가,,,,,,,,서울특별시 구로구청,02-860-2453,2026-01-12,3160000,서울특별시 구로구
오류동 텃골(경인로15길),서울특별시,구로구,37.496149,126.838081,37.494629,126.840097,2022-12-15,220,8,주거지역 환경 보전 및 안전,N,30,N,없음,N,주택가,,,,,,,,서울특별시 구로구청,02-860-2453,2026-01-12,3160000,서울특별시 구로구
고척로27바길,서울특별시,구로구,37.506691,126.845401,37.507010,126.846400,2022-12-15,90,810,주거지역 환경 보전 및 안전,N,30,N,없음,N,주택가,,,,,,,,서울특별시 구로구청,02-860-2453,2026-01-12,3160000,서울특별시 구로구
구로디지털단지역 일원(시흥대로163길),서울특별시,구로구,37.485835,126.901896,37.488160,126.903052,2022-12-15,500,5,주거지역 환경 보전 및 안전,N,30,Y,없음,N,음식점,,,,,,,,서울특별시 구로구청,02-860-2453,2026-01-12,3160000,서울특별시 구로구
남부순환로224길,서울특별시,관악구,37.480798,126.953374,37.479248,126.953109,2018-10-01,50,6,보행자 안전사고 예방 및 이용편의 증진,N,0,N,없음,N,상가밀집,,,,안내표지,,,,서울특별시 관악구청,02-879-6863,2025-11-13,3200000,서울특별시 관악구
관악로16길,서울특별시,관악구,37.479646,126.955306,37.480421,126.952773,2018-10-01,245,6,보행자 안전사고 예방 및 이용편의 증진,N,0,Y,없음,N,상가밀집,,,,안내표지,,,,서울특별시 관악구청,02-879-6863,2025-11-13,3200000,서울특별시 관악구
남부순환로230길,서울특별시,관악구,37.480098,126.955429,37.478603,126.955574,2017-10-01,160,6,보행자 안전사고 예방 및 이용편의 증진,N,0,N,없음,N,상가밀집,,,,안내표지,,,,서울특별시 관악구청,02-879-6863,2025-11-13,3200000,서울특별시 관악구
관악로14길,서울특별시,관악구,37.479235,126.952485,37.476616,126.958952,2017-10-01,600,6,보행자 안전사고 예방 및 이용편의 증진,N,0,Y,없음,N,상가밀집,,,,안내표지,,,,서울특별시 관악구청,02-879-6863,2025-11-13,3200000,서울특별시 관악구
금강로62번길 보행자우선도로,강원특별자치도,춘천시,37.524611,127.434201,37.524301,127.433701,2024-11-14,160,4,보행환경개선,N,30,N,없음,N,다중이용시설,,,스탠실포장,보행자안내표지판,,벤치,벤치,강원특별자치도 춘천시청,033-250-4271,2025-11-02,4181000,강원특별자치도 춘천시
광진 군자로3길,서울특별시,광진구,37.544935,127.071174,37.544111,127.069763,2021-12-31,150,6,통학로 보행안전,Y,30,N,없음,N,학교,,,디자인 도막포장,,,,,서울특별시 광진구,02-450-7917,2025-06-24,3040000,서울특별시 광진구
광진 군자로,서울특별시,광진구,37.547907,127.070431,37.544947,127.071166,2021-12-31,300,6,상가밀집지역 보행안전,N,30,N,없음,N,지하철역+먹자골목,,,디자인 도막포장,,,,,서울특별시 광진구,02-450-7917,2025-06-24,3040000,서울특별시 광진구
광진 능동로17길,서울특별시,광진구,37.546711,127.071917,37.546831,127.070309,2021-12-31,150,6,상가밀집지역 보행안전,N,30,N,없음,Y,지하철역+먹자골목,,,디자인 도막포장,,,,,서울특별시 광진구,02-450-7917,2025-06-24,3040000,서울특별시 광진구
광진 능동로17길,서울특별시,광진구,37.545922,127.073351,37.547329,127.071204,2021-12-31,240,6,상가밀집지역 보행안전,N,30,N,없음,Y,지하철역+먹자골목,,,디자인 도막포장,,,,,서울특별시 광진구,02-450-7917,2025-06-24,3040000,서울특별시 광진구
광진 능동로19길,서울특별시,광진구,37.546884,127.073837,37.547462,127.070415,2021-12-31,300,6,상가밀집지역 보행안전,N,30,N,없음,N,지하철역+먹자골목,,,디자인 도막포장,,,,,서울특별시 광진구,02-450-7917,2025-06-24,3040000,서울특별시 광진구
광진 자양로15길,서울특별시,광진구,37.536151,127.083612,37.535028,127.079746,2021-07-31,350,6,상가밀집지역 보행안전,N,30,N,없음,N,지하철역+먹자골목,,,디자인 도막포장,,,,,서울특별시 광진구,02-450-7917,2025-06-24,3040000,서울특별시 광진구
광진 능동로36길,서울특별시,광진구,37.556439,127.079227,37.555609,127.081321,2019-12-31,200,8,상가밀집지역 보행안전,N,30,N,없음,N,지하철역+먹자골목,,,디자인 도막포장,,,,,서울특별시 광진구,02-450-7917,2025-06-24,3040000,서울특별시 광진구
광진 능동로35길,서울특별시,광진구,37.556817,127.078178,37.558613,127.073516,2018-10-16,460,8,상가밀집지역 보행안전,N,30,N,없음,N,지하철역+먹자골목,,,디자인 도막포장,,,,,서울특별시 광진구,02-450-7917,2025-06-24,3040000,서울특별시 광진구
광진 동일로52길,서울특별시,광진구,37.553569,127.073542,37.554862,127.071266,2017-11-04,180,8,통학로 보행안전,Y,30,N,없음,N,학교,,,디자인 도막포장,,,,,서울특별시 광진구,02-450-7917,2025-06-24,3040000,서울특별시 광진구
광진 아차산로55길,서울특별시,광진구,37.538051,127.086541,37.537364,127.086622,2017-09-24,80,8,상가밀집지역 보행안전,N,30,N,없음,N,지하철역+먹자골목,,,디자인 도막포장,,,,,서울특별시 광진구,02-450-7917,2025-06-24,3040000,서울특별시 광진구
광진 아차산로53길,서울특별시,광진구,37.537888,127.085841,37.537167,127.086098,2017-09-24,80,5,상가밀집지역 보행안전,N,30,N,없음,N,지하철역+먹자골목,,,디자인 도막포장,,,,,서울특별시 광진구,02-450-7917,2025-06-24,3040000,서울특별시 광진구
광진 아차산로51길,서울특별시,광진구,37.537726,127.085188,37.537024,127.085477,2017-09-24,80,5,상가밀집지역 보행안전,N,30,Y,없음,N,지하철역+먹자골목,,,디자인 도막포장,,,,,서울특별시 광진구,02-450-7917,2025-06-24,3040000,서울특별시 광진구
광진 아차산로49길,서울특별시,광진구,37.537544,127.084471,37.536823,127.084726,2016-11-30,80,5,상가밀집지역 보행안전,N,30,N,없음,N,지하철역+먹자골목,,,디자인 도막포장,,,,,서울특별시 광진구,02-450-7917,2025-06-24,3040000,서울특별시 광진구
동리로,전북특별자치도,고창군,35.43309771,126.695888,35.43302084,126.7012008,2014-09-22,3500,10,안전한보행환경조성,N,30,Y,대형화물차량,Y,보도+교통안전시설 등,0,0,노면시설,,,,,전북특별자치도 고창군,063-560-2562,2024-06-10,4781000,전북특별자치도 고창군
시흥대로50길,서울특별시,금천구,37.451231,126.902105,37.451692,126.904096,2020-11-01,180,8,이면도로 교통사고 예방및 보행환경 개선,N,30,N,없음,N,상가밀집지역,,,교차로 디자인,보행자 우선도로 표지판,,없음,없음,서울특별시 금천구청,02-2627-1722,2025-10-31,3170000,서울특별시 금천구
시흥대로52길,서울특별시,금천구,37.454705,126.901444,37.451398,126.902714,2019-11-01,380,8,이면도로 교통사고 예방및 보행환경 개선,N,30,Y,없음,N,상가밀집지역,,,교차로 디자인,보행자 우선도로 표지판,,없음,없음,서울특별시 금천구청,02-2627-1722,2025-10-31,3170000,서울특별시 금천구
시흥대로138길,서울특별시,금천구,37.472245,126.898563,37.472342,126.903074,2018-11-01,400,8,이면도로 교통사고 예방및 보행환경 개선,N,30,N,없음,N,상가밀집지역,,,과속방지턱,도막포장,,없음,없음,서울특별시 금천구청,02-2627-1722,2025-10-31,3170000,서울특별시 금천구
시흥대로123길,서울특별시,금천구,37.469888,126.894321,37.470677,126.896706,2017-11-01,130,6,이면도로 교통사고 예방및 보행환경 개선,N,30,Y,없음,N,주민센터+상가밀집지역,,,과속방지턱,도막포장,,없음,없음,서울특별시 금천구청,02-2627-1722,2025-10-31,3170000,서울특별시 금천구
시흥대로63길,서울특별시,금천구,37.454841,126.899613,37.455274,126.897177,2016-11-01,260,6,이면도로 교통사고 예방및 보행환경 개선,N,30,Y,없음,N,상가밀집지역,,,과속방지턱,보행자 우선도로 표지판,,없음,없음,서울특별시 금천구청,02-2627-1722,2025-10-31,3170000,서울특별시 금천구
시흥대로122길,서울특별시,금천구,37.46946784,126.8989899,37.46929981,126.9000612,2015-11-01,350,6,이면도로 교통사고 예방및 보행환경 개선,N,30,N,없음,N,상가밀집지역,,,과속방지턱,보행자 우선도로 표지판,,없음,없음,서울특별시 금천구청,02-2627-1722,2025-10-31,3170000,서울특별시 금천구
서산여고앞 통학로,충청남도,서산시,36.770654,126.467597,36.768423,126.465059,2020-11-02,230,7,"통학로 개선, 불법주정차 방지",N,30,N,해당없음,N,없음,,,고원식횡단보도+도로 스템프포장,발광형교통표지판,규제봉+볼라드,,,충청남도 서산시청,041-660-2346,2025-06-16,4530000,충청남도 서산시
남부순환로226길,서울특별시,관악구,37.480594,126.954189,37.480136,126.953924,2018-10-01,50,6,보행자 안전사고 예방 및 이용편의 증진,N,0,N,없음,N,상가밀집,,,,안내표지,,,,서울특별시 관악구청,02-879-6863,2025-11-13,3200000,서울특별시 관악구
명동길 보행자우선도로,강원특별자치도,춘천시,37.524811,127.434001,37.524201,127.433301,2024-11-14,320,8,보행환경개선,N,30,N,없음,N,다중이용시설,,,스탠실포장,보행자안내표지판,,벤치,벤치,강원특별자치도 춘천시청,033-250-4271,2025-11-02,4181000,강원특별자치도 춘천시
시청길12번길 보행자우선도로,강원특별자치도,춘천시,37.524811,127.434501,37.524401,127.434801,2024-11-14,220,6,보행환경개선,N,30,Y,없음,N,다중이용시설,,,스탠실포장,보행자안내표지판,,벤치,벤치,강원특별자치도 춘천시청,033-250-4271,2025-11-02,4181000,강원특별자치도 춘천시
시청길10번길 보행자우선도로,강원특별자치도,춘천시,37.524811,127.434201,37.524301,127.434601,2024-11-14,260,6,보행환경개선,N,30,Y,없음,N,다중이용시설,,,스탠실포장,보행자안내표지판,,벤치,벤치,강원특별자치도 춘천시청,033-250-4271,2025-11-02,4181000,강원특별자치도 춘천시
백령로138번길 보행자우선도로,강원특별자치도,춘천시,37.522311,127.444501,37.522101,127.444401,2023-03-16,90,6,보행환경개선,N,30,Y,없음,N,다중이용시설,,,스템프포장+과속방지턱,보행자안내표지판,,벤치,벤치,강원특별자치도 춘천시청,033-250-4271,2025-11-02,4181000,강원특별자치도 춘천시
서부대성로239번길 보행자우선도로,강원특별자치도,춘천시,37.522411,127.444111,37.522201,127.444001,2023-03-16,90,6,보행환경개선,N,30,Y,없음,N,다중이용시설,,,스템프포장+과속방지턱,보행자안내표지판,,벤치,벤치,강원특별자치도 춘천시청,033-250-4271,2025-11-02,4181000,강원특별자치도 춘천시
서부대성로227번길 보행자우선도로,강원특별자치도,춘천시,37.522511,127.443611,37.522401,127.443601,2023-03-16,50,6,보행환경개선,N,30,Y,없음,N,다중이용시설,,,스템프포장+과속방지턱,보행자안내표지판,,벤치,벤치,강원특별자치도 춘천시청,033-250-4271,2025-11-02,4181000,강원특별자치도 춘천시
백령로138번길 보행자우선도로,강원특별자치도,춘천시,37.522711,127.443411,37.522201,127.444701,2023-03-16,370,6,보행환경개선,N,30,Y,없음,N,다중이용시설,,,스템프포장+과속방지턱,보행자안내표지판,,벤치,벤치,강원특별자치도 춘천시청,033-250-4271,2025-11-02,4181000,강원특별자치도 춘천시
성모유치원 보행자우선도로,경상남도,합천군,35.566173,128.161061,35.565506,128.162877,2022-12-08,165,8,주거지역 환경 보전 및 안전 확보,Y,30,N,없음,N,학교,,,과속방지턱+단속카메라,보행자안내표지판,CCTV+방호울타리,,,경상남도 합천군청,055-930-3473,2025-11-28,5480000,경상남도 합천군
효원로265번길~인계로138번길,경기도,수원시,37.263034,127.031131,37.266958,127.032713,2024-08-29,460,10,보행자 교통사고 예방,N,20,N,없음,Y,상업시설,0,0,노면요철포장(스탬프)+과속방지턱,보행자우선도로표지판,태양광도로표지병,,,경기도 수원시청,031-228-3435,2025-08-18,3740000,경기도 수원시
영통로252번길,경기도,수원시,37.265604,127.077172,37.263998,127.077334,2023-11-22,170,8,보행자 교통사고 예방,N,20,N,없음,Y,학교,0,0,노면요철포장(스탬프)+과속방지턱,보행자우선도로표지판,태양광도로표지병,,,경기도 수원시청,031-228-3435,2025-08-18,3740000,경기도 수원시
부산광역시 수영구 수영로725번길,부산광역시,수영구,35.17345662,129.1153946,35.16876154,129.1186311,2022-07-12,360,7,안전한 보행환경 조성,Y,20,N,없음,N,전통시장+어린이보호구역,,1,보행친화적 포장,보행자우선도로표지판,,,,부산광역시 수영구청 교통행정과,051-610-4554,2025-08-13,3380000,부산광역시 수영구
광진 동일로50길,서울특별시,광진구,37.552943,127.072216,37.554653,127.071142,2021-12-31,250,6,통학로 보행안전,Y,30,N,없음,N,학교,,,디자인 도막포장,,,,,서울특별시 광진구,02-450-7917,2025-06-24,3040000,서울특별시 광진구
광진 동일로52길,서울특별시,광진구,37.554202,127.072924,37.554763,127.071435,2021-12-31,200,6,통학로 보행안전,N,30,N,없음,N,학교,,,디자인 도막포장,,,,,서울특별시 광진구,02-450-7917,2025-06-24,3040000,서울특별시 광진구
강남구 삼성로85길,서울특별시,강남구,37.504224,127.053698,37.504891,127.055754,2019-10-15,190,7,보행자 중심의 쾌적한 도로환경 조성,N,30,N,없음,N,문화관광시설+편의시설,,,,,,,,서울특별시 강남구청,02-3423-6407,2025-11-24,3220000,서울특별시 강남구
강남구 선릉로86길,서울특별시,강남구,37.502952,127.049821,37.504224,127.053698,2019-10-15,360,7,보행자 중심의 쾌적한 도로환경 조성,N,30,N,없음,N,문화관광시설+편의시설,,,,,,,,서울특별시 강남구청,02-3423-6407,2025-11-24,3220000,서울특별시 강남구
강남구 학동로2길,서울특별시,강남구,37.507631,127.023893,37.511259,127.022177,2018-11-30,432,6.7,보행자 중심의 쾌적한 도로환경 조성,N,30,Y,없음,N,문화관광시설+편의시설,,,,,,,,서울특별시 강남구청,02-3423-6407,2025-11-24,3220000,서울특별시 강남구
강남구 봉은사로1길,서울특별시,강남구,37.504759,127.025273,37.507631,127.023893,2018-11-30,370,6.7,보행자 중심의 쾌적한 도로환경 조성,N,30,Y,없음,N,문화관광시설+편의시설,,,,,,,,서울특별시 강남구청,02-3423-6407,2025-11-24,3220000,서울특별시 강남구
강남구 테헤란로1길,서울특별시,강남구,37.501662,127.026711,37.498507,127.028208,2018-06-30,365,6.5,보행자 중심의 쾌적한 도로환경 조성,N,30,Y,없음,N,문화관광시설+편의시설,,,,,,,,서울특별시 강남구청,02-3423-6407,2025-11-24,3220000,서울특별시 강남구
강남구 봉은사로2길,서울특별시,강남구,37.504826,127.025369,37.501752,127.026313,2017-03-03,345,6.5,보행자 중심의 쾌적한 도로환경 조성,N,30,Y,없음,N,문화관광시설+편의시설,,,,,,,,서울특별시 강남구청,02-3423-6407,2025-11-24,3220000,서울특별시 강남구
시흥대로160길,서울특별시,관악구,37.4804158994,126.9021795093,37.4820412686,126.901252313,2025-07-17,230,8,보행자 안전사고 예방 및 이용편의 증진,N,0,N,없음,N,상가밀집,,,,안내표지,,,,서울특별시 관악구청,02-879-6863,2025-11-13,3200000,서울특별시 관악구
남부순환로185길,서울특별시,관악구,37.48483358,126.932330,37.48612853,126.9320557,2023-03-01,160,6,보행자 안전사고 예방 및 이용편의 증진,N,0,N,없음,N,상가밀집,,,,안내표지,,,,서울특별시 관악구청,02-879-6863,2025-11-13,3200000,서울특별시 관악구
남부순환로181길,서울특별시,관악구,37.48469295,126.9309691,37.48656528,126.9304038,2023-03-01,230,6,보행자 안전사고 예방 및 이용편의 증진,N,0,N,없음,N,상가밀집,,,,안내표지,,,,서울특별시 관악구청,02-879-6863,2025-11-13,3200000,서울특별시 관악구
신림로68길,서울특별시,관악구,37.48649372,126.9294576,37.48630476,126.9321976,2023-03-01,250,6,보행자 안전사고 예방 및 이용편의 증진,N,0,N,없음,N,상가밀집,,,,안내표지,,,,서울특별시 관악구청,02-879-6863,2025-11-13,3200000,서울특별시 관악구
신림로66길,서울특별시,관악구,37.48550722,126.9299488,37.485828,126.932136,2023-03-01,230,6,보행자 안전사고 예방 및 이용편의 증진,N,0,Y,없음,N,상가밀집,,,,안내표지,,,,서울특별시 관악구청,02-879-6863,2025-11-13,3200000,서울특별시 관악구
신림로64길,서울특별시,관악구,37.48515017,126.9299772,37.4853919,126.9322714,2023-03-01,230,6,보행자 안전사고 예방 및 이용편의 증진,N,0,Y,없음,N,상가밀집,,,,안내표지,,,,서울특별시 관악구청,02-879-6863,2025-11-13,3200000,서울특별시 관악구
신림로65길,서울특별시,관악구,37.484754,126.926828,37.485247,126.929571,2020-05-01,240,8,보행자 안전사고 예방 및 이용편의 증진,N,0,N,없음,N,상가밀집,,,,안내표지,,,,서울특별시 관악구청,02-879-6863,2025-11-13,3200000,서울특별시 관악구
남부순환로234길,서울특별시,관악구,37.478258,126.956882,37.478719,126.957153,2018-10-01,60,6,보행자 안전사고 예방 및 이용편의 증진,N,0,N,없음,N,상가밀집,,,,안내표지,,,,서울특별시 관악구청,02-879-6863,2025-11-13,3200000,서울특별시 관악구
봉천로,서울특별시,관악구,37.479576,126.955715,37.479389,126.955475,2018-10-01,40,6,보행자 안전사고 예방 및 이용편의 증진,N,0,Y,없음,N,상가밀집,,,,안내표지,,,,서울특별시 관악구청,02-879-6863,2025-11-13,3200000,서울특별시 관악구
서대문 신촌역로,서울특별시,서대문구,37.558421,126.942663,37.558092,126.942146,,85,6,보행환경개선,N,60,N,N,N,신촌역,,,,,,,,서울특별시 서대문구,02-330-1797,2025-08-14,3120000,서울특별시 서대문구
광진 동일로22길,서울특별시,광진구,37.541923,127.066663,37.542705,127.064369,2024-09-06,230,8,상가밀집지역 보행안전,N,30,N,없음,Y,지하철역+먹자골목,,,디자인 도막포장,,,,,서울특별시 광진구,02-450-7917,2025-06-24,3040000,서울특별시 광진구
광진 아차산로30길,서울특별시,광진구,37.540746,127.067927,37.538869,127.066908,2024-09-06,220,8,상가밀집지역 보행안전,N,30,N,없음,N,지하철역+먹자골목,,,디자인 도막포장,,,,,서울특별시 광진구,02-450-7917,2025-06-24,3040000,서울특별시 광진구
광진 광나루로50길,서울특별시,광진구,37.542609,127.094212,37.541846,127.092979,2023-06-29,130,6,통학로 보행안전,N,30,N,없음,Y,학교,,,디자인 도막포장,,,,,서울특별시 광진구,02-450-7917,2025-06-24,3040000,서울특별시 광진구
광진 천호대로129길,서울특별시,광진구,37.552407,127.089661,37.554840,127.093207,2024-09-06,420,6,상가밀집지역 보행안전,N,30,N,없음,N,상가,,,디자인 도막포장,,,,,서울특별시 광진구,02-450-7917,2025-06-24,3040000,서울특별시 광진구
광진 뚝섬로32길,서울특별시,광진구,37.533590,127.066525,37.535529,127.067465,2022-12-15,220,6,상가밀집지역 보행안전,N,30,N,없음,N,상가,,,디자인 도막포장,,,,,서울특별시 광진구,02-450-7917,2025-06-24,3040000,서울특별시 광진구
광진 광나루로19길,서울특별시,광진구,37.547958,127.072882,37.549431,127.072971,2021-12-31,170,6,통학로 보행안전,N,30,N,없음,Y,학교,,,디자인 도막포장,,,,,서울특별시 광진구,02-450-7917,2025-06-24,3040000,서울특별시 광진구
여안로,충청북도,진천군,36.897315,127.523908,36.910049,127.535581,,2200,10,보행환경개선,Y,30,N,없음,N,학교,,,,,,,,충청북도 진천군 지역개발과,043-539-3714,2025-06-23,4450000,충청북도 진천군
여안1길,충청북도,진천군,36.91075284,127.5324411,36.9106802,127.532564,,600,6,보행환경개선,N,60,N,없음,N,없음,,,,,,,,충청북도 진천군 지역개발과,043-539-3714,2025-06-23,4450000,충청북도 진천군
여안2길,충청북도,진천군,36.910608,127.532531,36.910145,127.534639,,200,6,보행환경개선,N,60,N,없음,N,편의시설,,,,,,,,충청북도 진천군 지역개발과,043-539-3714,2025-06-23,4450000,충청북도 진천군
연미로,충청북도,진천군,36.89995748,127.5284841,36.89699986,127.5309656,,1800,18,보행환경개선,Y,30,N,없음,N,학교,,,,,,,,충청북도 진천군 지역개발과,043-539-3714,2025-06-23,4450000,충청북도 진천군
교연로,충청북도,진천군,36.84522252,127.4977936,36.84520906,127.4977823,,900,15,보행환경개선,N,80,N,없음,N,편의시설,,,,,,,,충청북도 진천군 지역개발과,043-539-3714,2025-06-23,4450000,충청북도 진천군
거안로,충청북도,진천군,36.90853228,127.5272528,36.9071317,127.5281296,,500,10,보행환경개선,Y,30,N,없음,N,학교,,,,,,,,충청북도 진천군 지역개발과,043-539-3714,2025-06-23,4450000,충청북도 진천군
거안1길,충청북도,진천군,36.907079,127.528108,36.907331,127.527352,,400,6,보행환경개선,N,60,N,없음,N,없음,,,,,,,,충청북도 진천군 지역개발과,043-539-3714,2025-06-23,4450000,충청북도 진천군
갈현로33길,서울특별시,은평구,37.620220,126.916060,37.621520,126.913550,,270,8,보행자의 안전과 편의 우선,N,30,N,없음,N,없음,1,,,,,,,서울특별시 은평구청,02-351-7882,2025-07-10,3110000,서울특별시 은평구
갈현로29길,서울특별시,은평구,37.61911641,126.9152274,37.61979101,126.9141188,,120,7,보행자의 안전과 편의 우선,Y,30,N,없음,N,없음,3,,,,,,,서울특별시 은평구청,02-351-7882,2025-07-10,3110000,서울특별시 은평구
서오릉로20길,서울특별시,은평구,37.615615,126.908867,37.617207,126.909500,,190,6,보행자의 안전과 편의 우선,N,30,N,없음,N,학교,0,,,,,,,서울특별시 은평구청,02-351-7882,2025-07-10,3110000,서울특별시 은평구
연서로35길,서울특별시,은평구,37.62164882,126.9261334,37.62254159,126.9252256,,150,7,보행자의 안전과 편의 우선,N,30,N,없음,N,학교,0,,,,,,,서울특별시 은평구청,02-351-7882,2025-07-10,3110000,서울특별시 은평구
연서로29길,서울특별시,은평구,37.617826,126.919052,37.6919713,126.919466,,235,6,보행자의 안전과 편의 우선,N,30,N,없음,N,없음,2,,,,,,,서울특별시 은평구청,02-351-7882,2025-07-10,3110000,서울특별시 은평구
연서로27길,서울특별시,은평구,37.617806,126.918837,37.619409,126.919652,,200,8,보행자의 안전과 편의 우선,N,30,N,없음,N,없음,8,,,,,,,서울특별시 은평구청,02-351-7882,2025-07-10,3110000,서울특별시 은평구
은평로21길,서울특별시,은평구,37.60117585,126.9339244,37.602811,126.930492,,370,6,보행자의 안전과 편의 우선,Y,30,Y,없음,N,관공서,1,,,,,,,서울특별시 은평구청,02-351-7882,2025-07-10,3110000,서울특별시 은평구
연서로21길,서울특별시,은평구,37.61461015,126.9170711,37.615089,126.905319,,180,8,보행자의 안전과 편의 우선,N,30,N,없음,N,공원,4,,,,,,,서울특별시 은평구청,02-351-7882,2025-07-10,3110000,서울특별시 은평구
순강길,인천광역시,계양구,37.558712,126.752666,37.563723,126.756959,,700,8,주거지역 환경보전 및 안전확보,N,60,Y,없음,N,근린공원,,,,,,,,인천광역시 계양구청,032-450-5544,2025-05-13,3550000,인천광역시 계양구
순평길,인천광역시,계양구,37.558684,126.753133,37.563647,126.757419,,700,8,주거지역 환경보전 및 안전확보,N,60,Y,없음,N,근린공원,,,,,,,,인천광역시 계양구청,032-450-5544,2025-05-13,3550000,인천광역시 계양구
장기로 22번길,인천광역시,계양구,37.578267,126.735039,37.579294,126.737605,,245,12,주거지역 환경보전 및 안전확보,N,30,N,없음,Y,황어장터,,,,,,,,인천광역시 계양구청,032-450-5544,2025-05-13,3550000,인천광역시 계양구
