무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
G6988,충청북도,충주시,시도,,국원대로,1,,충청북도 충주시 금릉동 26,36.9934201,127.9281808,금릉초사거리(도매시장삼거리→임광사거리),2,60,,,99,2020,충청북도경찰청,043-240-2651,2026-04-06,1320000,경찰청
G6987,경기도,오산시,시도,,성호대로,3,,경기도 오산시 오산동 890,37.1489392,127.0700323,성호초등학교 입구 어린이보호구역(오산시청→남촌오거리),2,30,,,2,2021,경기도남부경찰청,031-888-3952,2026-04-06,1320000,경찰청
G6986,경기도,오산시,시도,,성호대로,3,,경기도 오산시 오산동 609-20,37.1493125,127.0654051,성산초등학교 앞 교차로 어린이보호구역(오산시청→남촌오거리),2,30,,,2,2021,경기도남부경찰청,031-888-3952,2026-04-06,1320000,경찰청
G6985,경기도,용인시,시도,,신고매로,3,,경기도 용인시 기흥구 고매동 440-6,37.2226593,127.1140939,이케아(IKEA) 입구(롯데프리미엄아울렛->기흥IC),2,50,,,99,2021,경기도남부경찰청,031-888-3952,2026-04-06,1320000,경찰청
G6984,경기도,용인시,시도,,신고매로,3,,경기도 용인시 기흥구 고매동 836-118,37.2214011,127.1085571,데보라전자 앞 교차로,2,50,,,99,2021,경기도남부경찰청,031-888-3952,2026-04-06,1320000,경찰청
G6983,경기도,안산시,시도,,달미로,3,,경기도 안산시 단원구 선부동 1158-16,37.3380492,126.8130632,선부초교 앞 사거리 어린이보호구역(선부역→선부중학교),2,30,,,2,2021,경기도남부경찰청,031-888-3952,2026-04-06,1320000,경찰청
G6982,경기도,안산시,시도,,초지로,3,,경기도 안산시 단원구 초지동 779,37.3038583,126.8145211,별망초교사거리 어린이보호구역(이마트 고잔점→단원구청),2,30,,,2,2021,경기도남부경찰청,031-888-3952,2026-04-06,1320000,경찰청
G6981,경기도,안산시,시도,,한양대학로,3,,경기도 안산시 단원구 고잔동 850,37.3042146,126.8357779,양지초교사거리 어린이보호구역(중앙역→한양대학교),2,30,,,2,2021,경기도남부경찰청,031-888-3952,2026-04-06,1320000,경찰청
G6980,경기도,안산시,시도,,화랑로,3,,경기도 안산시 단원구 원곡동 900,37.3292837,126.7966233,원곡초교 후문 앞 어린이보호구역,2,30,,,2,2021,경기도남부경찰청,031-888-3952,2026-04-06,1320000,경찰청
G6979,경기도,안산시,시도,,선부로,3,,경기도 안산시 단원구 와동 875,37.3412741,126.8235604,해밀한의원 앞 교차로 어린이보호구역(덕인초교)(와동체육공원→면허시험장),2,30,,,2,2021,경기도남부경찰청,031-888-3952,2026-04-06,1320000,경찰청
G6978,경기도,안산시,시도,,초지1로,3,,경기도 안산시 단원구 초지동 781,37.3034636,126.8184283,풍림아이원아파트 116동 앞 어린이보호구역(호원초교)(별망중학교→호원초교),2,30,,,2,2021,경기도남부경찰청,031-888-3952,2026-04-06,1320000,경찰청
G6977,경기도,부천시,시도,,소사로,3,,경기도 부천시 원미구 원미동 16-6,37.4905364,126.7940467,석왕사삼거리,2,50,,,99,2021,경기도남부경찰청,031-888-3952,2026-04-06,1320000,경찰청
G6976,경기도,부천시,시도,,옥길로,3,,경기도 부천시 소사구 옥길동 781,37.4679806,126.8228285,퀸즈파크 앞 사거리,2,50,,,99,2021,경기도남부경찰청,031-888-3952,2026-04-06,1320000,경찰청
G6975,경기도,부천시,일반국도,6,오정로,3,,경기도 부천시 오정구 삼정동 20-10,37.5256832,126.7648261,자동차검사소 삼거리,2,50,,,99,2021,경기도남부경찰청,031-888-3952,2026-04-06,1320000,경찰청
G6974,경기도,부천시,시도,,소사로,3,,경기도 부천시 오정구 여월동 286,37.5160397,126.8035468,성곡삼거리(부천종합운동장→원종동),2,50,,,99,2021,경기도남부경찰청,031-888-3952,2026-04-06,1320000,경찰청
G6973,경기도,부천시,시도,,성곡로,3,,경기도 부천시 오정구 여월동 194,37.5193461,126.7978105,여월초교 앞 교차로 어린이보호구역,2,30,,,2,2021,경기도남부경찰청,031-888-3952,2026-04-06,1320000,경찰청
G7022,경상북도,영주시,시도,,영주로,1,,경상북도 영주시 영주동 540-7,36.8251845,128.6170633,영일사거리(시의회 방면),2,40,,,99,2020,경상북도경찰청,054-824-2152,2026-04-06,1320000,경찰청
G7021,경상북도,영천시,일반국도,28,호국로,2,,경상북도 영천시 고경면 덕암리 354,35.9885541,129.0933051,덕암마을(경주방면),2,60,,,99,2020,경상북도경찰청,054-824-2152,2026-04-06,1320000,경찰청
G7020,경상북도,성주군,군도,,관용로,1,,경상북도 성주군 초전면 대장리 571-1,35.9756874,128.2618672,초전초등학교 앞(초전초등학교후문 방면),1,30,,,2,2020,경상북도경찰청,054-824-2152,2026-04-06,1320000,경찰청
G7019,경상북도,성주군,군도,,새천년대로,2,,경상북도 성주군 선남면 관화리 667-1,35.9060361,128.3524911,선남초등학교 앞(관화2리마을회관 방면),1,30,,,2,2020,경상북도경찰청,054-824-2152,2026-04-06,1320000,경찰청
G7018,경상북도,포항시,시도,,두호로,1,,경상북도 포항시 북구 장성동 1348,36.0690121,129.3724761,장성초등학교 앞 사거리(포항대학교 방면),2,30,,,2,2020,경상북도경찰청,054-824-2152,2026-04-06,1320000,경찰청
G7017,경상북도,포항시,시도,,중흥로,2,,경상북도 포항시 북구 두호동 1036,36.0602671,129.3744881,두호남부초등학교 150m 전(창포 사거리 방면),1,30,,,2,2020,경상북도경찰청,054-824-2152,2026-04-06,1320000,경찰청
G7016,경상북도,포항시,시도,,중흥로,1,,경상북도 포항시 북구 죽도동 680,36.0215071,129.3569921,죽도초등학교앞 사거리(포항터미널 방면),2,40,,,2,2020,경상북도경찰청,054-824-2152,2026-04-06,1320000,경찰청
G7015,경상북도,성주군,군도,,월항로,2,,경상북도 성주군 월항면 안포리 1155-7,35.9479361,128.3124861,월항초등학교 앞(월항면사무소 방면),1,30,,,2,2020,경상북도경찰청,054-824-2152,2026-04-06,1320000,경찰청
G7014,경상북도,성주군,군도,,대고로,1,,경상북도 성주군 월항면 안포리 1155-7,35.9479361,128.3124861,월항초등학교 앞(용각3리마을회관 방면),1,30,,,2,2020,경상북도경찰청,054-824-2152,2026-04-06,1320000,경찰청
G7013,경상북도,성주군,지방도,905,대고로,2,,경상북도 성주군 성주읍 경산리 156-2,35.9193961,128.2860481,성주초등학교앞(한국농어촌공사 성주지사 방면),1,30,,,2,2020,경상북도경찰청,054-824-2152,2026-04-06,1320000,경찰청
G7012,경상북도,구미시,시도,,선산대로,1,,경상북도 구미시 고아읍 원호리 491-71,36.1546441,128.3311321,원호초등학교 앞(문성리방면),2,40,,,2,2020,경상북도경찰청,054-824-2152,2026-04-06,1320000,경찰청
G7011,경상북도,구미시,일반국도,33,선산대로,2,,경상북도 구미시 고아읍 관심리 692-2,36.2106981,128.3278741,고아읍행정복지센터(구미시청방면),2,60,,,99,2020,경상북도경찰청,054-824-2152,2026-04-06,1320000,경찰청
G7010,경상북도,안동시,시도,,도청대로,1,,경상북도 안동시 풍천면 갈전리 1735,36.5748871,128.5091101,경북도청 정문앞 교차로(예천방면),2,60,,,99,2020,경상북도경찰청,054-824-2152,2026-04-06,1320000,경찰청
G7009,경상북도,안동시,시도,,도청대로,2,,경상북도 안동시 풍천면 갈전리 1735,36.5748871,128.5091101,경북도청 정문앞 교차로(안동방면),2,60,,,99,2020,경상북도경찰청,054-824-2152,2026-04-06,1320000,경찰청
G7008,경상북도,구미시,일반국도,33,선산대로,1,,경상북도 구미시 선산읍 교리 304-3,36.2467721,128.3057301,태완노블리안 아파트(구미방면),2,50,,,99,2019,경상북도경찰청,054-824-2152,2026-04-06,1320000,경찰청
G7007,경상북도,구미시,일반국도,33,선산대로,2,,경상북도 구미시 선산읍 교리 304-3,36.2467721,128.3057301,태완노블리안 아파트 건너(상주방면),2,50,,,99,2019,경상북도경찰청,054-824-2152,2026-04-06,1320000,경찰청
G7006,경상북도,구미시,일반국도,33,선산대로,1,,경상북도 구미시 고아읍 오로리 344-4,36.2166831,128.3161651,오로사거리(선산방면),2,60,,,99,2019,경상북도경찰청,054-824-2152,2026-04-06,1320000,경찰청
G7005,경상북도,구미시,일반국도,33,선산대로,2,,경상북도 구미시 고아읍 오로리 344-4,36.2166831,128.3161651,오로사거리(구미방면),2,60,,,99,2019,경상북도경찰청,054-824-2152,2026-04-06,1320000,경찰청
G7004,경상북도,구미시,일반국도,33,선산대로,1,,경상북도 구미시 고아읍 예강리 706-3,36.2000391,128.3393511,고아119센터(선산방면),2,60,,,99,2019,경상북도경찰청,054-824-2152,2026-04-06,1320000,경찰청
G7003,경상북도,구미시,일반국도,33,청려로,2,,경상북도 구미시 고아읍 예강리 706-3,36.2000391,128.3393511,고아119센터(구미방면),2,60,,,99,2019,경상북도경찰청,054-824-2152,2026-04-06,1320000,경찰청
G7002,충청북도,진천군,군도,,용석로,2,,충청북도 진천군 덕산읍 용몽리 385-13,36.9076115,127.5128408,덕산하나어린이집(혁신도시→덕산),1,30,,,2,2020,충청북도경찰청,043-240-2651,2026-04-06,1320000,경찰청
G7001,충청북도,진천군,군도,,용석로,1,,충청북도 진천군 덕산읍 용몽리 385-13,36.9075986,127.5128408,덕산하나어린이집(덕산→혁신도시),1,30,,,2,2020,충청북도경찰청,043-240-2651,2026-04-06,1320000,경찰청
G7000,충청북도,영동군,군도,,심천로,2,,충청북도 영동군 심천면 심천리 496-5,36.2342844,127.7238555,심천초등학교(심천면↔단전리),1,30,,,2,2020,충청북도경찰청,043-240-2651,2026-04-06,1320000,경찰청
G6851,서울특별시,은평구,특별시도,9999,수색로,2,,서울특별시 은평구 증산동 238,37.5783591,126.9015181,타이거주유소 앞,2,50,,,99,2021,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6918,충청남도,당진시,일반국도,38,북부산업로,2,,충청남도 당진시 석문면 삼화리 1525,36.9766351,126.6176381,시점,99,70,1,6283,99,2020,충청남도경찰청,041-336-2152,2026-04-06,1320000,경찰청
G6923,경상남도,양산시,시도,,물금로,2,,경상남도 양산시 물금읍 물금리 898-4,35.3107669,128.9906414,가양초등학교 맞은편 (부산대병원→물금역),2,30,,,2,2020,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
G6888,충청남도,공주시,시도,,우금티로,2,,충청남도 공주시 금학동 240-1,36.4399295,127.1191998,공주여고 앞,2,40,,,99,2020,충청남도경찰청,041-336-2152,2026-04-06,1320000,경찰청
G6889,충청남도,공주시,일반국도,40,왕릉로,1,,충청남도 공주시 금성동 82-7,36.4638571,127.1196673,공주중학교 앞,1,30,,,99,2020,충청남도경찰청,041-336-2152,2026-04-06,1320000,경찰청
G6780,인천광역시,부평구,시도,,부평대로,3,,인천광역시 부평구 부평동 126-10,37.4988671,126.7224045,시장역5 (부평역4 → 부평구청4),2,50,,,,,인천광역시경찰청,032-455-2352,2026-04-06,1320000,경찰청
G6779,인천광역시,강화군,시도,,중앙로,3,,인천광역시 강화군 불은면 삼성리 809-96,37.7088697,126.4497579,삼성초교 앞 (농업기술센터 → 돌성지),2,50,,,,,인천광역시경찰청,032-455-2352,2026-04-06,1320000,경찰청
G6778,인천광역시,강화군,시도,,강화서로,3,,인천광역시 강화군 내가면 고천리 768,37.7202892,126.3903202,내가초교 건너편 (고려저수지입구교차로 → 내가우체국),1,30,,,,,인천광역시경찰청,032-455-2352,2026-04-06,1320000,경찰청
G6777,인천광역시,강화군,시도,,온수길,3,,인천광역시 강화군 길상면 온수리 527-3,37.6392745,126.4915146,길상초교입구 (건일아파트 → 전등사입구교차로),1,30,,,,,인천광역시경찰청,032-455-2352,2026-04-06,1320000,경찰청
G6776,인천광역시,강화군,시도,,대월로,3,,인천광역시 강화군 강화읍 대산리 1241-2,37.7603054,126.4903666,대월초교 앞 (장승교차로 → 신당리),1,30,,,,,인천광역시경찰청,032-455-2352,2026-04-06,1320000,경찰청
G6775,광주광역시,북구,시도,,양일로,1,,광주광역시 북구 양산동 653-1,35.1976999,126.8742551,첨단산단 → 본촌공단4,2,30,,,2,2020,광주광역시경찰청,062-609-2059,2026-04-06,1320000,경찰청
G6774,광주광역시,북구,시도,1,문산로,1,,광주광역시 북구 문흥동 996-2,35.1878361,126.9247128,금호타운A → 문흥지구R,2,50,,,99,2020,광주광역시경찰청,062-609-2059,2026-04-06,1320000,경찰청
G6773,광주광역시,북구,시도,12,삼정로,1,,광주광역시 북구 두암동 990,35.1663509,126.9372494,두암그린파크A → 두암무등파크3차,1,50,,,99,2020,광주광역시경찰청,062-609-2059,2026-04-06,1320000,경찰청
G6772,대전광역시,유성구,시도,,유성대로811번길,1,,대전광역시 유성구 장대동 321,36.3646296,127.3379822,장대네거리,2,60,,,99,2020,대전광역시경찰청,042-609-2852,2026-04-06,1320000,경찰청
G6771,대전광역시,서구,시도,,한밭대로,2,,대전광역시 서구 둔산동 2238,36.3573807,127.4014326,한밭대교네거리,2,50,,,99,2020,대전광역시경찰청,042-609-2852,2026-04-06,1320000,경찰청
G6770,대전광역시,서구,시도,,계룡로,2,,대전광역시 서구 둔산동 1531,36.3575276,127.3797496,정부청사역네거리,2,50,,,99,2020,대전광역시경찰청,042-609-2852,2026-04-06,1320000,경찰청
G6769,대전광역시,서구,시도,,계룡로,2,,대전광역시 서구 갈마동 308-1,36.3520408,127.3698576,갈마삼거리,2,50,,,99,2020,대전광역시경찰청,042-609-2852,2026-04-06,1320000,경찰청
G6768,대전광역시,유성구,시도,,구즉로,2,,대전광역시 유성구 봉산동 1002,36.4372971,127.3893144,구즉로삼거리,2,50,,,99,2020,대전광역시경찰청,042-609-2852,2026-04-06,1320000,경찰청
G6767,대전광역시,유성구,시도,,테크노7로,1,,대전광역시 유성구 용산동 596,36.4245733,127.3997267,현대아울렛 후문,2,50,,,99,2020,대전광역시경찰청,042-609-2852,2026-04-06,1320000,경찰청
G6766,대전광역시,유성구,시도,,테크노중앙로,2,,대전광역시 유성구 용산동 614,36.4220265,127.3974093,현대아울렛 정문,2,50,,,99,2020,대전광역시경찰청,042-609-2852,2026-04-06,1320000,경찰청
G6765,경상남도,창원시,지방도,1020,창원대로,2,,경상남도 창원시 성산구 불모산동 477-1,35.1926761,128.7201621,창원터널 출구 1.4km 창원방면 (종점 3차로),99,70,2,4,99,2021,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
G6764,부산광역시,북구,시도,,산성대로,3,,부산광역시 북구 화명동 산 217-1,35.242695,129.027646,"산성터널 출구 1,2차로",99,80,2,7,99,2020,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
G6763,부산광역시,금정구,시도,,산성대로,3,,부산광역시 금정구 오륜동 산 199-1,35.235184,129.110575,"윤산터널 입구 1,2차로",99,70,1,7,99,2020,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
G6762,부산광역시,금정구,시도,77,정관산업로,3,,부산광역시 금정구 오륜동 산 199-1,35.235184,129.110575,"윤산터널 1,2차로",99,80,2,7,99,2020,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
G6761,부산광역시,북구,시도,,산성대로,3,,부산광역시 북구 화명동 산 217-1,35.242695,129.027646,"산성터널입구 1,2차로",99,80,1,7,99,2020,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
G6760,부산광역시,남구,시도,,문현로,3,,부산광역시 남구 문현동 659-6,35.142572,129.073501,경동리인@ 입구 교차로,2,30,,,99,2020,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
G6759,부산광역시,남구,시도,66,신선로,3,,부산광역시 남구 용당동 123-25,35.115333,129.095371,"용당세관 맞은편(어린이보호구역, 용당초교)",2,50,,,2,2020,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
G6758,부산광역시,강서구,시도,3101,공항진입로,3,,부산광역시 강서구 대저2동 2153-1,35.177693,128.950026,국제화물청사입구 교차로,2,40,,,99,2020,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
G6757,부산광역시,강서구,시도,,미음산단로,3,,부산광역시 강서구 구랑동 1172-5,35.136753,128.859052,우리은행 앞 교차로,2,50,,,99,2020,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
G6756,부산광역시,해운대구,시도,23,해운대로,3,,부산광역시 해운대구 재송동 898-10,35.187776,129.120654,재송역,2,50,,,99,2020,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
G6755,부산광역시,해운대구,시도,23,해운대로,3,,부산광역시 해운대구 우동 1562,35.164228,129.160468,해운대구청어귀삼거리,2,50,,,99,2020,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
G6754,부산광역시,영도구,시도,63,태종로,3,,부산광역시 영도구 동삼동 979-12,35.064756,129.080887,태종대초등학교 입구 교차로(어린이보호구역),2,50,,,2,2020,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
G6753,부산광역시,연제구,시도,36,월드컵대로,3,,부산광역시 연제구 거제동 1191-2,35.189276,129.071892,법원어귀삼거리,2,50,,,99,2020,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
G6924,경상남도,양산시,시도,,오봉로,1,,경상남도 양산시 물금읍 범어리 884,35.3277937,128.9983125,서남초등학교 (부산대병원→양산교육지원청),2,30,,,2,2020,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
G6925,경상남도,양산시,시도,,오봉로,2,,경상남도 양산시 물금읍 범어리 884,35.3274479,128.9987416,서남초등학교 맞은편 (양산교육지원청→부산대병원),2,30,,,2,2020,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
G6926,경상남도,양산시,시도,,배움터길,2,,경상남도 양산시 평산동 357-2,35.3798016,129.1457106,천성초등학교 (새진흥5차아파트→웅상중),2,30,,,2,2020,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
G6927,경상남도,양산시,시도,,배움터길,1,,경상남도 양산시 평산동 357-2,35.3798278,129.1458715,"천성초등학교 맞은편 (웅상체육공원→부산,웅상출장소)",2,30,,,2,2020,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
G6549,서울특별시,은평구,특별시도,9999,은평로,2,,서울특별시 은평구 응암동 117-13,37.5973091,126.9194191,은명초교 앞,1,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6548,서울특별시,은평구,특별시도,9999,가좌로,2,,서울특별시 은평구 신사동 241-26,37.5980669,126.9057464,상신초교 앞,1,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6547,서울특별시,은평구,특별시도,9999,은평터널로,2,,서울특별시 은평구 신사동 178-9,37.5921701,126.9063511,서신초교 건너편,2,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6546,서울특별시,은평구,특별시도,9999,증산서로,2,,서울특별시 은평구 증산동 212,37.5822286,126.9052748,증산초교 앞,2,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6545,서울특별시,은평구,특별시도,9999,녹번로,2,,서울특별시 은평구 녹번동 82-1,37.6033161,126.9270303,은평문화예술회관 건너편,2,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6544,서울특별시,은평구,특별시도,9999,은평로,2,,서울특별시 은평구 녹번동 262,37.6011562,126.9337892,은평초교 앞,2,50,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6543,강원특별자치도,인제군,시도,,원통로,1,,강원특별자치도 인제군 북면 원통리 734-3,38.1193066,128.2007373,원통초등학교,2,30,,,2,2020,강원특별자치도경찰청,033-248-0257,2026-04-06,1320000,경찰청
G6542,강원특별자치도,인제군,시도,,인제로,1,,강원특별자치도 인제군 인제읍 합강리 339-3,38.0731813,128.1796284,인제초등학교,2,30,,,2,2020,강원특별자치도경찰청,033-248-0257,2026-04-06,1320000,경찰청
G6541,강원특별자치도,홍천군,시도,,연봉로,1,,강원특별자치도 홍천군 홍천읍 연봉리 156-1,37.6831771,127.8770091,남산초등학교,1,30,,,2,2020,강원특별자치도경찰청,033-248-0257,2026-04-06,1320000,경찰청
G6540,강원특별자치도,홍천군,군도,,석화안길,1,,강원특별자치도 홍천군 홍천읍 희망리 14-2,37.6973201,127.8924371,석화초등학교,1,30,,,2,2020,강원특별자치도경찰청,033-248-0257,2026-04-06,1320000,경찰청
G6916,충청남도,당진시,지방도,70,면천로,2,,충청남도 당진시 면천면 문봉리 870-16,36.8088431,126.6912931,문봉리 입구,1,60,,,99,2020,충청남도경찰청,041-336-2152,2026-04-06,1320000,경찰청
G6959,경기도,하남시,시도,,천현로,2,,경기도 하남시 신장동 552-1,37.5381236,127.2175933,천현초교 앞 어린이보호구역(천현동→창우동),2,30,,,2,2021,경기도남부경찰청,031-888-3952,2026-04-06,1320000,경찰청
G6886,충청남도,공주시,시도,,웅진로,1,,충청남도 공주시 산성동 195,36.4568961,127.1248671,중동교차로,2,40,,,99,2020,충청남도경찰청,041-336-2152,2026-04-06,1320000,경찰청
G6576,충청남도,부여군,군도,,선사로,1,,충청남도 부여군 초촌면 추양리 2-3,36.2614001,127.0239001,초촌초등학교 앞,1,30,,,2,2020,충청남도경찰청,041-336-2152,2026-04-06,1320000,경찰청
G6575,충청남도,부여군,지방도,625,백제문로,2,,충청남도 부여군 규암면 오수리 445-1,36.2964001,126.8937001,백강초등학교 앞,1,30,,,2,2020,충청남도경찰청,041-336-2152,2026-04-06,1320000,경찰청
G6574,전북특별자치도,군산시,시도,5030,공항로,2,,전북특별자치도 군산시 산북동 1770-4,35.9628736,126.6611163,GS푸른들주유소 앞 3차로 (소룡동→군산공항),1,50,,,99,2020,전북특별자치도경찰청,063-280-8153,2026-04-06,1320000,경찰청
G6573,전북특별자치도,군산시,시도,5030,공항로,2,,전북특별자치도 군산시 산북동 1770-4,35.9628118,126.6611831,"GS푸른들주유소 앞 1,2차로 (소룡동→군산공항)",1,50,,,99,2020,전북특별자치도경찰청,063-280-8153,2026-04-06,1320000,경찰청
G6572,전북특별자치도,군산시,일반국도,5030,공항로,1,,전북특별자치도 군산시 옥서면 옥봉리 184-78,35.9332381,126.6445387,남동마을 앞 (군산공항→공항교차로),1,60,,,99,2020,전북특별자치도경찰청,063-280-8153,2026-04-06,1320000,경찰청
G6571,전북특별자치도,군산시,시도,5030,공항로,2,,전북특별자치도 군산시 개사동 1107-1,35.9337312,126.6448302,남동마을 앞 (공항교차로→군산공항),1,60,,,99,2020,전북특별자치도경찰청,063-280-8153,2026-04-06,1320000,경찰청
G6570,전북특별자치도,군산시,시도,5030,공항로,2,,전북특별자치도 군산시 개사동 793-9,35.9430215,126.6543559,공항교차로 (소룡동→군산공항),2,50,,,99,2020,전북특별자치도경찰청,063-280-8153,2026-04-06,1320000,경찰청
G6569,서울특별시,은평구,특별시도,9999,통일로,2,,서울특별시 은평구 녹번동 283-2,37.6031421,126.9373691,자연유치원 건너편,1,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6568,서울특별시,은평구,특별시도,9999,갈현로,2,,서울특별시 은평구 갈현동 533-3,37.6161261,126.9139291,색동유치원 앞,2,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6567,서울특별시,은평구,특별시도,9999,진관로,2,,서울특별시 은평구 진관동 90-7,37.6325011,126.9296721,신도초교 앞,1,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6566,서울특별시,은평구,특별시도,9999,백련산로,2,,서울특별시 은평구 응암동 691-1,37.5863711,126.9227204,응암어린이집 건너편,1,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6565,서울특별시,은평구,특별시도,9999,응암로,1,,서울특별시 은평구 응암동 752-39,37.5869651,126.9201601,원가정의원 앞,1,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6564,서울특별시,은평구,특별시도,9999,응암로,2,,서울특별시 은평구 응암동 767,37.5945271,126.9195878,응암2동마을마당 앞,1,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6563,서울특별시,은평구,특별시도,9999,진관로,2,,서울특별시 은평구 진관동 81-2,37.6346721,126.9209881,진관동주민센터 앞,2,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6561,서울특별시,은평구,특별시도,9999,진관로,2,,서울특별시 은평구 진관동 8-1,37.6453281,126.9297041,진관초교 앞,1,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6560,서울특별시,은평구,특별시도,9999,연서로,1,,서울특별시 은평구 구산동 8-3,37.6094651,126.9152651,예일초교 앞,1,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6559,서울특별시,은평구,특별시도,9999,연서로,1,,서울특별시 은평구 역촌동 82-41,37.6023319,126.9150722,역촌초교 앞,1,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6558,서울특별시,은평구,특별시도,9999,연서로,1,,서울특별시 은평구 불광동 346-153,37.6211889,126.9287844,연천초교 앞,2,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6557,서울특별시,은평구,특별시도,9999,불광로,2,,서울특별시 은평구 불광동 221-70,37.6188419,126.9327242,다문화박물관 앞,2,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6556,서울특별시,은평구,특별시도,9999,진관로,1,,서울특별시 은평구 진관동 25,37.6432101,126.9188791,은빛초교 앞,2,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6555,서울특별시,은평구,특별시도,9999,갈현로,2,,서울특별시 은평구 갈현동 503-12,37.6190401,126.9152531,갈현초교입구,2,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6554,서울특별시,은평구,특별시도,9999,연서로,2,,서울특별시 은평구 불광동 70-1,37.6249891,126.9287701,연신초교삼거리,2,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6553,서울특별시,은평구,특별시도,9999,진관로,1,,서울특별시 은평구 진관동 13-3,37.6439361,126.9247011,진관중학교 앞,1,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6552,서울특별시,은평구,특별시도,9999,응암로,2,,서울특별시 은평구 응암동 764,37.5892721,126.9213127,백련산힐스테이트아파트 409동,1,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6551,서울특별시,은평구,특별시도,9999,통일로,2,,서울특별시 은평구 녹번동 281-12,37.6058451,126.9351011,어울초교 앞,2,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6550,서울특별시,은평구,특별시도,9999,백련산로,1,,서울특별시 은평구 응암동 759,37.5910791,126.9245851,연은초교 앞,2,30,,,2,2020,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
G6589,충청남도,부여군,지방도,611,남성로,2,,충청남도 부여군 남면 마정리 1091-2,36.2164001,126.8389001,마정초등학교 앞,1,30,,,2,2020,충청남도경찰청,041-336-2152,2026-04-06,1320000,경찰청
G6588,충청남도,부여군,군도,,삼충로,1,,충청남도 부여군 부여읍 가증리 1-5,36.3069001,126.9575001,송간초등학교 앞,1,30,,,2,2020,충청남도경찰청,041-336-2152,2026-04-06,1320000,경찰청
