개방자치단체코드,관리번호,과속방지턱관리번호,도로명,시도명,시군구명,소재지도로명주소,소재지지번주소,설치장소,과속방지턱재료,과속방지턱형태구분,과속방지턱높이,과속방지턱폭,과속방지턱연장,도로유형구분,규격여부,WGS84위도,WGS84경도,보차분리여부,연속형여부,과속방지턱설치연도,관리기관명,관리기관전화번호,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3040000,202030400000600363,광장-082,광장로,서울특별시,광진구,서울특별시 광진구 광장로 45,서울특별시 광진구 광장동 258-36,우리팥칼국수 전방,원호형,가상형,0,360,596,일반,Y,37.546941,127.102586,Y,N,,서울특별시 광진구청,02-450-7925,2020-10-21,,2026-05-09 22:57:22,2020-12-07 17:47:21
3040000,202030400000601261,자양4-009,뚝섬로23길,서울특별시,광진구,서울특별시 광진구 뚝섬로23길 30,서울특별시 광진구 자양4동 553-170,정신유치원 출입구 전방,사다리꼴,원호형,10,360,549,일반,Y,35.5370802,127.0648144,N,N,,서울특별시 광진구청,02-450-7925,2020-09-14,,2026-05-09 22:58:49,2020-12-07 17:47:26
3040000,202030400000600275,구의3-075,아차산로65길,서울특별시,광진구,서울특별시 광진구 아차산로65길 57,서울특별시 광진구 구의동 208-1,욱현아파트 전방,원호형,원호형,10,360,354,소로,Y,37.5422797,127.0923204,N,Y,,서울특별시 광진구청,02-450-7925,2020-10-26,,2026-05-09 22:57:17,2020-12-07 17:47:20
3040000,202030400000600511,능-025,능동로32길,서울특별시,광진구,서울특별시 광진구 능동로32길 163,능동 253-8,능동로32길 163 앞,원호형,원호형,10,360,282,소로,Y,37.552143,127.086998,Y,Y,,서울특별시 광진구청,02-450-7925,2020-10-06,,2026-05-09 22:57:26,2020-12-07 17:47:22
3040000,202030400000600038,구의1-038,자양로32길,서울특별시,광진구,서울특별시 광진구 자양로32길 83,서울특별시 광진구 구의동 229-20,현대 방앗간 전방,원호형,원호형,10,360,368,소로,Y,37.5439917,127.0896429,N,N,,서울특별시 광진구청,02-450-7925,2020-10-13,,2026-05-09 22:57:11,2020-12-07 17:47:19
3040000,202030400000600239,구의3-039,광나루로50길,서울특별시,광진구,서울특별시 광진구 광나루로50길 15,서울특별시 광진구 구의동 206-1,삼성훼밀리타운 전방,원호형,원호형,10,360,455,소로,Y,37.5419734,127.0939606,N,Y,,서울특별시 광진구청,02-450-7925,2020-10-27,,2026-05-09 22:57:16,2020-12-07 17:47:20
3040000,202030400000600956,자양1-015,자양로13길,서울특별시,광진구,서울특별시 광진구 자양1동 자양로13길 26,자양동 624-30,개성집 앞,원호형,원호형,10,360,724,일반,Y,37.535201,127.0830004,Y,Y,,서울특별시 광진구청,02-450-7925,2020-09-16,,2026-05-09 22:58:03,2020-12-07 17:47:24
3040000,202030400000600634,중곡1-084,동일로68길,서울특별시,광진구,서울특별시 광진구 동일로68길 25,서울특별시 광진구 중곡동 247-30,㈜우정종합배관 전방,사다리꼴,원호형,10,360,602,일반,Y,37.5624838,127.0772042,N,N,,서울특별시 광진구청,02-450-7925,2020-09-29,,2026-05-09 22:57:25,2020-12-07 17:47:22
3040000,202030400000601158,자양3-006,능동로6길,서울특별시,광진구,능동로6길 14,자양동 554-8,247커피 앞,원호형,가상형,0,200,415,소로,Y,37.534225,127.068833,Y,Y,,서울특별시 광진구청,02-450-7925,2020-10-08,,2026-05-09 22:58:30,2020-12-07 17:47:26
3040000,202030400000600153,구의2-086,자양로37길,서울특별시,광진구,서울특별시 광진구 자양로37길 21,서울특별시 광진구 구의동 618-1,DS대산파크빌 앞,원호형,원호형,10,360,400,일반,Y,37.548228,127.087119,N,Y,,서울특별시 광진구청,02-450-7925,2020-09-16,,2026-05-09 22:57:19,2020-12-07 17:47:20
3040000,202030400000600266,구의3-066,구의로6길,서울특별시,광진구,서울특별시 광진구 구의로6길 7,서울특별시 광진구 구의동 224-24,남산방식 우측 5m,원호형,원호형,10,360,401,소로,Y,37.5414569,127.0904677,N,Y,,서울특별시 광진구청,02-450-7925,2020-10-23,,2026-05-09 22:57:17,2020-12-07 17:47:20
3040000,202030400000600817,중곡4-007,영화사로,서울특별시,광진구,서울특별시 광진구 영화사로 9,서울특별시 광진구 중곡동 78-30,모닝아이 전방,원호형,가상형,0,360,642,일반,Y,37.558217,127.088419,Y,Y,,서울특별시 광진구청,02-450-7925,2020-09-28,,2026-05-09 22:57:30,2020-12-07 17:47:23
3040000,202030400000600890,중곡4-080,영화사로,서울특별시,광진구,서울특별시 광진구 영화사로 49,서울특별시 광진구 중곡동 99-11,사나포차 좌측 2m,원호형,가상형,0,360,432,일반,Y,37.555856,127.091760,Y,Y,,서울특별시 광진구청,02-450-7925,2020-09-29,,2026-05-09 22:57:47,2020-12-07 17:47:24
3040000,202030400000600989,자양1-048,자양로19길,서울특별시,광진구,서울특별시 광진구 자양1동 자양로19길 80,자양동 772-14,월풀빨래방 앞,원호형,원호형,10,360,265,소로,Y,37.5383395,127.0793784,N,N,,서울특별시 광진구청,02-450-7925,2020-09-11,,2026-05-09 22:57:38,2020-12-07 17:47:24
3040000,202030400000601281,자양4-029,동일로4길,서울특별시,광진구,서울특별시 광진구 동일로4길 16,서울특별시 광진구 자양4동 199-2,성화빌라 진입로 좌측,사다리꼴,원호형,10,360,498,일반,Y,37.5362411,127.0619505,N,N,,서울특별시 광진구청,02-450-7925,2020-09-18,,2026-05-09 22:58:53,2020-12-07 17:47:26
3040000,202030400000600008,구의1-008,광나루로30다길,서울특별시,광진구,서울특별시 광진구 광나루로30다길 3,서울특별시 광진구 구의동 641-4,휴파크리빙텔 전방,원호형,원호형,10,360,361,소로,Y,37.543323,127.08155,N,Y,,서울특별시 광진구청,02-450-7925,2020-10-14,,2026-05-09 22:57:15,2020-12-07 17:47:19
3040000,202030400000600101,구의2-034,천호대로129길,서울특별시,광진구,서울특별시 광진구 천호대로129길 41,서울특별시 광진구 중곡동 113-21,장충한발족발 전방,원호형,가상형,0,360,420,일반,Y,37.553501,127.091886,N,Y,,서울특별시 광진구청,02-450-7925,2020-09-21,,2026-05-09 22:57:14,2020-12-07 17:47:19
3040000,202030400000600248,구의3-048,강변역로,서울특별시,광진구,서울특별시 광진구 강변역로 17,서울특별시 광진구 구의동 587-29,개나리 어린이 공원 전방,원호형,원호형,10,360,378,소로,Y,37.5381207,127.0919717,N,Y,,서울특별시 광진구청,02-450-7925,2020-10-20,,2026-05-09 22:57:16,2020-12-07 17:47:20
3040000,202030400000600517,능-031,천호대로124길 48,서울특별시,광진구,서울특별시 광진구 천호대로124길 48,능동 258-19,천호대로124길 48 앞,원호형,원호형,10,360,207,소로,Y,37.551677,127.086757,Y,Y,,서울특별시 광진구청,02-450-7925,2020-10-07,,2026-05-09 22:57:27,2020-12-07 17:47:22
3040000,202030400000601041,자양2-022,뚝섬로58가길,서울특별시,광진구,서울특별시 광진구 자양2동 뚝섬로58가길 34,서울특별시 광진구 자양동 663-3,슈기케이크 좌측,원호형,가상형,0,360,281,소로,Y,37.5300894,127.0832958,N,Y,,서울특별시 광진구청,02-450-7925,2020-09-28,,2026-05-09 22:57:40,2020-12-07 17:47:25
3040000,202030400000600277,구의3-077,광나루로54길,서울특별시,광진구,서울특별시 광진구 광나루로54길 20,서울특별시 광진구 구의동 199-14,썬오피스텔 전방,원호형,원호형,10,360,364,소로,Y,37.5400524,127.095464,N,Y,,서울특별시 광진구청,02-450-7925,2020-10-27,,2026-05-09 22:57:17,2020-12-07 17:47:20
3040000,202030400000600159,구의2-092,자양로39길,서울특별시,광진구,서울특별시 광진구 자양로39길 13,서울특별시 광진구 구의동 79-1,caf? SLOW TALK 앞,원호형,원호형,10,360,450,일반,Y,37.549021,127.088415,N,N,,서울특별시 광진구청,02-450-7925,2020-09-17,,2026-05-09 22:57:19,2020-12-07 17:47:20
3040000,202030400000600451,군자-034,군자로,서울특별시,광진구,서울특별시 광진구 군자로 69,군자동 359,화양슈퍼마켓 앞,원호형,원호형,10,360,900,일반,Y,37.549473,127.070815,Y,Y,,서울특별시 광진구청,02-450-7925,2020-09-25,,2026-05-09 22:57:23,2020-12-07 17:47:21
3040000,202030400000600678,중곡2-035,천호대로117길,서울특별시,광진구,서울특별시 광진구 천호대로117길 83,서울특별시 광진구 중곡동 54-18,천호대로117길 83 빌라 전방,사다리꼴,원호형,10,360,312,소로,Y,37.5585711,127.0854506,N,N,,서울특별시 광진구청,02-450-7025,2020-10-14,,2026-05-09 22:57:26,2020-12-07 17:47:23
3040000,202030400000600835,중곡4-025,긴고랑로,서울특별시,광진구,서울특별시 광진구 긴고랑로 147,서울특별시 광진구 중곡동 68-29,한일전기 전방,원호형,원호형,10,360,535,일반,Y,37.558687,127.091236,Y,Y,,서울특별시 광진구청,02-450-7925,2020-10-06,,2026-05-09 22:57:31,2020-12-07 17:47:23
3040000,202030400000600301,광장-020,아차산로,서울특별시,광진구,서울특별시 광진구 아차산로 537-17,서울특별시 광진구 광장동 582,광장힐스테이트 입구 좌측도로,원호형,원호형,10,360,860,일반,Y,37.543791,127.100420,Y,N,,서울특별시 광진구청,02-450-7925,2020-10-19,,2026-05-09 22:57:17,2020-12-07 17:47:21
3040000,202030400000600639,중곡1-089,긴고랑로1길,서울특별시,광진구,서울특별시 광진구 긴고랑로1길 17,서울특별시 광진구 중곡동 235-6,지오빌 좌측 5m,사다리꼴,원호형,10,360,542,일반,Y,37.5647232,127.0776246,N,N,,서울특별시 광진구청,02-450-7925,2020-09-29,,2026-05-09 22:57:25,2020-12-07 17:47:22
3040000,202030400000600603,중곡1-053,긴고랑로14길,서울특별시,광진구,서울특별시 광진구 긴고랑로14길 81,서울특별시 광진구 중곡동 647-7,파인빌 전방,사다리꼴,원호형,10,360,583,일반,Y,37.5592834,127.0798991,N,N,,서울특별시 광진구청,02-450-7925,2020-09-21,,2026-05-09 22:57:29,2020-12-07 17:47:22
3040000,202030400000600468,군자-051,능동로27,서울특별시,광진구,서울특별시 광진구 능동로27길 10,서울특별시 광진구 군자동 2-47,신일타일위생기 근방,사다리꼴,원호형,10,360,375,소로,Y,37.5537448,127.0768575,N,N,,서울특별시 광진구청,02-450-7925,2020-09-23,,2026-05-09 22:57:23,2020-12-07 17:47:21
3040000,202030400000601369,화양-056,동일로28길,서울특별시,광진구,서울특별시 광진구 동일로28길 23,서울특별시 광진구 화양동 20-28,리베라모텔 앞,사다리꼴,원호형,10,360,312,소로,Y,37.5464113,127.0680572,N,N,,서울특별시 광진구청,02-450-7925,2020-09-17,,2026-05-09 22:58:58,2020-12-07 17:47:27
3040000,202030400000601179,자양3-027,뚝섬로38길,서울특별시,광진구,뚝섬로38길 18,자양동 462-6,한양부동산 앞,원호형,원호형,10,360,283,소로,Y,37.533371,127.073027,N,N,,서울특별시 광진구청,02-450-7925,2020-10-14,,2026-05-09 22:58:35,2020-12-07 17:47:26
3040000,202030400000601317,화양-004,아차산로25길,서울특별시,광진구,서울특별시 광진구 아차산로25길 19,화양동 45-58,햇님공원 30m 전,원호형,가상형,0,360,177,소로,Y,37.542253,127.066885,N,Y,,서울특별시 광진구청,02-450-7925,2020-09-11,,2026-05-09 22:58:55,2020-12-07 17:47:27
3040000,202030400000600073,구의2-006,자양로38길,서울특별시,광진구,서울특별시 광진구 천호대로 134길 55,서울특별시 광진구 구의동 64-33,E편한마트 우측,원호형,가상형,0,360,400,소로,Y,37.547180,127.088698,N,Y,,서울특별시 광진구청,02-450-7925,2020-09-11,,2026-05-09 22:57:13,2020-12-07 17:47:19
3040000,202030400000600177,구의2-110,천호대로137길,서울특별시,광진구,서울시 광진구 천호대로137길 27,서울특별시 광진구 구의동 57-1,우진파크빌라 앞,원호형,원호형,10,360,400,일반,Y,37.550285,127.093266,N,N,,서울특별시 광진구청,02-450-7925,2020-09-22,,2026-05-09 22:57:20,2020-12-07 17:47:20
3040000,202030400000600315,광장-034,광장로1나길,서울특별시,광진구,서울특별시 광진구 광장로1나길 4,서울특별시 광진구 광장동 394-1,동부빌라 전방,원호형,원호형,10,360,301,소로,Y,37.548064,127.102627,N,N,,서울특별시 광진구청,02-450-7925,2020-10-21,,2026-05-09 22:57:18,2020-12-07 17:47:21
3040000,202030400000600074,구의2-007,자양로38길,서울특별시,광진구,서울특별시 광진구 자양로38길 24,서울특별시 광진구 구의동 65-45,축복부동산공인중개사무소 전방,원호형,가상형,0,200,400,소로,Y,37.546940,127.089114,N,N,,서울특별시 광진구청,02-450-7925,2020-09-11,,2026-05-09 22:57:13,2020-12-07 17:47:19
3040000,202030400000600075,구의2-008,자양로40길,서울특별시,광진구,서울특별시 광진구 자양로40길 53,서울특별시 광진구 구의동 60-88,세원그린빌 우측5m,원호형,가상형,0,360,500,일반,Y,37.546775,127.091811,Y,Y,,서울특별시 광진구청,02-450-7925,2020-09-14,,2026-05-09 22:57:13,2020-12-07 17:47:19
3040000,202030400000601237,자양3-085,뚝섬로,서울특별시,광진구,뚝섬로 561,자양동 516-4,동자초등학교 좌측,사다리꼴,원호형,10,360,554,일반,Y,37.5345154,127.0717308,Y,N,,서울특별시 광진구청,02-450-7925,2020-10-15,,2026-05-09 22:58:43,2020-12-07 17:47:26
3040000,202030400000601297,자양4-045,능동로3길,서울특별시,광진구,서울특별시 광진구 능동로3길 5,서울특별시 광진구 자양4동 829,EDIYA COFFEE 뚝섬유원지역점 전방,사다리꼴,가상형,0,360,520,일반,Y,37.5333365,127.0673276,N,N,,서울특별시 광진구청,02-450-7925,2020-09-15,,2026-05-09 22:58:54,2020-12-07 17:47:27
3040000,202030400000600894,중곡4-084,자양로53길,서울특별시,광진구,서울특별시 광진구 자양로53길 92,서울특별시 광진구 중곡동 89-6,바비아이 전방,원호형,원호형,10,360,570,일반,Y,37.556460,127.090064,N,N,,서울특별시 광진구청,02-450-7925,2020-10-05,,2026-05-09 22:57:48,2020-12-07 17:47:24
3040000,202030400000601250,자양3-098,뚝섬로41길,서울특별시,광진구,뚝섬로41길 33,자양동 524-10,자양중학교 정문 앞,사다리꼴,원호형,10,360,625,일반,Y,37.5349009,127.0754309,N,Y,,서울특별시 광진구청,02-450-7925,2020-10-16,,2026-05-09 22:58:46,2020-12-07 17:47:26
3040000,202030400000600434,군자-017,능동로21길,서울특별시,광진구,서울특별시 광진구 능동로21길 14,군자동 258,세종대학교 박물관 앞,원호형,원호형,8,200,415,소로,Y,37.551468,127.075488,N,N,,서울특별시 광진구청,02-450-7925,2020-09-23,,2026-05-09 22:57:22,2020-12-07 17:47:21
3040000,202030400000600069,구의2-002,자양로36길,서울특별시,광진구,서울특별시 광진구 자양로 218,서울특별시 광진구 구의동 68-22,보은화학㈜ 후방 5m,원호형,가상형,0,360,480,소로,Y,37.546476,127.087194,N,N,,서울특별시 광진구청,02-450-7925,2020-09-10,,2026-05-09 22:57:13,2020-12-07 17:47:19
3040000,202030400000600940,중곡4-130,용마산로8가길,서울특별시,광진구,서울특별시 광진구 용마산로8가길 16,서울특별시 광진구 중곡동 60,특별한오늘 우측 2m,원호형,가상형,0,360,364,소로,Y,37.560096,127.088853,N,N,,서울특별시 광진구청,02-450-7925,2020-10-14,,2026-05-09 22:57:59,2020-12-07 17:47:24
3040000,202030400000600486,군자-069,군자로,서울특별시,광진구,서울특별시 광진구 군자로 75,서울특별시 광진구 군자동 346-23,세계로할인마트 앞,사다리꼴,가상형,0,360,700,일반,Y,37.5499991,127.0709131,Y,N,,서울특별시 광진구청,02-450-7925,2020-09-25,,2026-05-09 22:57:23,2020-12-07 17:47:21
3040000,202030400000600110,구의2-043,자양로,서울특별시,광진구,서울특별시 광진구 자양로281,서울특별시 광진구 구의동 55-22,세븐일레븐 후방,원호형,원호형,10,360,600,일반,Y,37.551080,127.091508,Y,Y,,서울특별시 광진구청,02-450-7925,2020-09-22,,2026-05-09 22:57:14,2020-12-07 17:47:19
3040000,202030400000600731,중곡2-089,긴고랑로20길,서울특별시,광진구,서울특별시 광진구 긴고랑로20길 79,서울특별시 광진구 중곡동 141-29,대명하이츠 전방,사다리꼴,원호형,10,360,419,소로,Y,37.5579344,127.0822462,N,N,,서울특별시 광진구청,02-450-7925,2020-10-15,,2026-05-09 22:57:29,2020-12-07 17:47:23
3040000,202030400000600595,중곡1-045,동일로72길,서울특별시,광진구,서울특별시 광진구 동일로72길 30,서울특별시 광진구 중곡동 233-15,원짜장식당 전방,사다리꼴,원호형,10,360,300,소로,Y,37.5656238,127.0791753,Y,Y,,서울특별시 광진구청,02-450-7025,2020-10-05,,2026-05-09 22:57:28,2020-12-07 17:47:22
3040000,202030400000600299,광장-018,아차산로69길,서울특별시,광진구,서울특별시 광진구 아차산로69길 8,서울특별시 광진구 광장동 413-16,광진온누리약국 전방,원호형,원호형,10,360,542,일반,Y,37.542400,127.098414,Y,Y,,서울특별시 광진구청,02-450-7925,2020-10-19,,2026-05-09 22:57:17,2020-12-07 17:47:20
3040000,202030400000601321,화양-008,광나루로24길,서울특별시,광진구,서울특별시 광진구 광나루로24길 8,화양동 495-10,쥬씨 앞,원호형,가상형,0,360,700,일반,Y,37.546099,127.076234,Y,N,,서울특별시 광진구청,02-450-7925,2020-09-14,,2026-05-09 22:58:56,2020-12-07 17:47:27
3040000,202030400000601315,화양-002,동일로24길,서울특별시,광진구,서울특별시 광진구 동일로24길 5,화양동 234,화양동 현대아파트 정문,원호형,원호형,10,360,580,일반,Y,37.543933,127.065549,N,N,,서울특별시 광진구청,02-450-7925,2020-09-11,,2026-05-09 22:58:55,2020-12-07 17:47:27
3040000,202030400000600406,광장-125,아차산로70길,서울특별시,광진구,서울특별시 광진구 아차산로70길 17-16,서울특별시 광진구 광장동 554-11,광남고등학교 좌측 15m,사다리꼴,원호형,10,360,763,일반,Y,37.5410911,127.1030245,Y,N,,서울특별시 광진구청,02-450-7925,2020-10-21,,2026-05-09 22:57:22,2020-12-07 17:47:21
3040000,202030400000600340,광장-059,영화사로,서울특별시,광진구,서울특별시 광진구 영화사로,서울특별시 광진구 광장동 산72-1,아차산 등산로입구 전방,원호형,원호형,10,360,770,일반,Y,37.552460,127.099696,Y,N,,서울특별시 광진구청,02-450-7925,2020-10-16,,2026-05-09 22:57:21,2020-12-07 17:47:21
3040000,202030400000600602,중곡1-052,긴고랑로14길,서울특별시,광진구,서울특별시 광진구 긴고랑로14길 89,서울특별시 광진구 중곡동 647-12,경진그린빌라 전방,사다리꼴,원호형,10,360,455,일반,Y,37.5588997,127.079621,N,N,,서울특별시 광진구청,02-450-7925,2020-09-21,,2026-05-09 22:57:29,2020-12-07 17:47:22
3040000,202030400000601271,자양4-019,자양강변길,서울특별시,광진구,서울특별시 광진구 능동로1길 15,서울특별시 광진구 자양4동 87-1,한강우성아파트 한강측 진입로 전방,사다리꼴,원호형,10,360,291,소로,Y,37.5320183,127.0658417,Y,Y,,서울특별시 광진구청,02-450-7925,2020-09-16,,2026-05-09 22:58:52,2020-12-07 17:47:26
3040000,202030400000601137,자양2-118,뚝섬로54길,서울특별시,광진구,서울특별시 광진구 자양2동 뚝섬로54길 74,서울특별시 광진구 자양동 642,자양베스트학원 전방,원호형,가상형,0,360,407,소로,Y,37.5284328,127.0795203,N,N,,서울특별시 광진구청,02-450-7925,2020-10-08,,2026-05-09 22:58:49,2020-12-07 17:47:25
3040000,202030400000600090,구의2-023,천호대로132길,서울특별시,광진구,서울특별시 광진구 천호대로132길 68-3,서울특별시 광진구 구의동 616-23,주거빌라 전방(이름X),원호형,원호형,10,360,210,소로,Y,37.548342,127.087421,N,N,,서울특별시 광진구청,02-450-7925,2020-09-17,,2026-05-09 22:57:14,2020-12-07 17:47:19
3040000,202030400000600594,중곡1-044,동일로72길,서울특별시,광진구,서울특별시 광진구 동일로72길 23-1,서울특별시 광진구 중곡동 191-128,금상빌리지 입구 좌측 10m,사다리꼴,가상형,0,360,312,소로,Y,37.5657179,127.078816,Y,Y,,서울특별시 광진구청,02-450-7025,2020-10-05,,2026-05-09 22:57:28,2020-12-07 17:47:22
3040000,202030400000600706,중곡2-064,용마산로3길,서울특별시,광진구,서울특별시 광진구 용마산로3길 99,서울특별시 광진구 중곡동 139-31,LAUF 전방,사다리꼴,원호형,10,360,411,소로,Y,37.5572552,127.0828707,N,N,,서울특별시 광진구청,02-450-7925,2020-10-08,,2026-05-09 22:57:29,2020-12-07 17:47:23
3040000,202030400000601283,자양4-031,아차산로34길,서울특별시,광진구,서울특별시 광진구 아차산로34길 18,서울특별시 광진구 자양4동 5-2,도도곱창 전방,사다리꼴,원호형,10,360,364,소로,Y,37.5392629,127.06935,N,N,,서울특별시 광진구청,02-450-7925,2020-09-10,,2026-05-09 22:58:53,2020-12-07 17:47:26
3040000,202030400000600328,광장-047,광장로,서울특별시,광진구,서울특별시 광진구 광장로 79,서울특별시 광진구 광장동 277-12,하루 전방,원호형,원호형,10,360,564,일반,Y,37.547706,127.106053,Y,Y,,서울특별시 광진구청,02-450-7925,2020-10-23,,2026-05-09 22:57:21,2020-12-07 17:47:21
3040000,202030400000601049,자양2-030,자양로4나길,서울특별시,광진구,서울특별시 광진구 자양2동 자양로4나길 2,서울특별시 광진구 자양동 690-33,대승유료주차장 앞,원호형,원호형,10,360,234,소로,Y,37.5302874,127.0872261,N,Y,,서울특별시 광진구청,02-450-7925,2020-10-05,,2026-05-09 22:57:40,2020-12-07 17:47:25
3040000,202030400000600834,중곡4-024,긴고랑로,서울특별시,광진구,서울특별시 광진구 긴고랑로 142-1,서울특별시 광진구 중곡동 76-66,동덕종합설비공사 전방,원호형,원호형,10,360,508,일반,Y,37.558777,127.090876,Y,Y,,서울특별시 광진구청,02-450-7925,2020-10-06,,2026-05-09 22:57:31,2020-12-07 17:47:23
3040000,202030400000600443,군자-026,군자로,서울특별시,광진구,서울특별시 광진구 군자로 86-1,군자동 363-1,신백구약국 왼쪽,원호형,원호형,10,360,430,소로,Y,37.550873,127.071194,N,Y,,서울특별시 광진구청,02-450-7925,2020-09-24,,2026-05-09 22:57:23,2020-12-07 17:47:21
3040000,202030400000600204,구의3-004,구의강변로,서울특별시,광진구,서울특별시 광진구 구의강변로 50,서울특별시 광진구 구의동 594-2,명가옥 전방,원호형,가상형,0,360,600,일반,Y,37.5352829,127.0919704,Y,N,,서울특별시 광진구청,02-450-7925,2020-10-19,,2026-05-09 22:57:20,2020-12-07 17:47:20
3040000,202030400000601136,자양2-117,뚝섬로52마길,서울특별시,광진구,서울특별시 광진구 자양2동 뚝섬로52마길 18,서울특별시 광진구 자양동 641,경남할인마트 전방,원호형,원호형,10,360,397,소로,Y,37.5290337,127.0796292,N,Y,,서울특별시 광진구청,02-450-7925,2020-10-08,,2026-05-09 22:58:49,2020-12-07 17:47:25
3040000,202030400000600813,중곡4-003,자양로43길,서울특별시,광진구,서울특별시 광진구 자양로43길 136,서울특별시 광진구 중곡동 81-12,국민공인중개사사무소 우측 5m,원호형,원호형,10,360,446,소로,Y,37.556454,127.088964,N,N,,서울특별시 광진구청,02-450-7925,2020-09-28,,2026-05-09 22:57:30,2020-12-07 17:47:23
3040000,202030400000601084,자양2-065,자양로6길,서울특별시,광진구,서울특별시 광진구 자양2동 자양로6길 32,서울특별시 광진구 자양동 685-32,든해빌딩 앞,원호형,원호형,10,360,408,소로,Y,37.5324857,127.087532,N,Y,,서울특별시 광진구청,02-450-7925,2020-09-23,,2026-05-09 22:58:18,2020-12-07 17:47:25
3040000,202030400000600996,자양1-055,자양로11길,서울특별시,광진구,서울특별시 광진구 자양1동 자양로11길 12,자양동 627-27,열린부동산 앞,원호형,가상형,0,360,432,소로,Y,37.5346738,127.0832482,N,Y,,서울특별시 광진구청,02-450-7925,2020-09-16,,2026-05-09 22:57:39,2020-12-07 17:47:25
3040000,202030400000600641,중곡1-091,동일로72길,서울특별시,광진구,서울특별시 광진구 동일로72길 16,서울특별시 광진구 중곡동 234-1,프라임산업 전방,사다리꼴,가상형,0,360,572,일반,Y,37.5659058,127.0784196,N,N,,서울특별시 광진구청,02-450-7925,2020-10-05,,2026-05-09 22:57:25,2020-12-07 17:47:22
3040000,202030400000600479,군자-062,동일로38길,서울특별시,광진구,서울특별시 광진구 동일로38길 15,서울특별시 광진구 군자동 344-8,안데르센카페 앞,사다리꼴,원호형,10,360,558,일반,Y,37.5512800,127.0703776,N,Y,,서울특별시 광진구청,02-450-7925,2020-09-24,,2026-05-09 22:57:23,2020-12-07 17:47:21
3040000,202030400000601293,자양4-041,뚝섬로31길,서울특별시,광진구,서울특별시 광진구 뚝섬로31길 15,서울특별시 광진구?자양4동 785-1,성천교회 전방,사다리꼴,원호형,10,360,562,소로,Y,37.5361893,127.067745,N,Y,,서울특별시 광진구청,02-450-7925,2020-09-14,,2026-05-09 22:58:53,2020-12-07 17:47:27
3040000,202030400000600633,중곡1-083,동일로68길,서울특별시,광진구,서울특별시 광진구 동일로68길 18,서울특별시 광진구 중곡동 248-29,중곡1동 마을마당 우측 10m,사다리꼴,원호형,10,360,501,일반,Y,37.5625731,127.0769829,N,N,,서울특별시 광진구청,02-450-7925,2020-09-28,,2026-05-09 22:57:25,2020-12-07 17:47:22
3040000,202030400000600033,구의1-033,자양로30길,서울특별시,광진구,서울특별시 광진구 자양로30길 56,서울특별시 광진구 구의동 239-107,달봉이떡볶이 전방,원호형,가상형,0,360,306,소로,Y,37.5430206,127.087819,N,N,,서울특별시 광진구청,02-450-7925,2020-10-13,,2026-05-09 22:57:11,2020-12-07 17:47:19
3040000,202030400000600753,중곡3-010,긴고랑로1길,서울특별시,광진구,긴고랑로1길 55,중곡동 190-26,중곡아파트 앞,원호형,원호형,10,360,602,일반,Y,37.566398,127.078566,N,N,,서울특별시 광진구청,02-450-7925,2020-10-20,,2026-05-09 22:57:30,2020-12-07 17:47:23
3040000,202030400000601001,자양1-060,자양로21길,서울특별시,광진구,서울특별시 광진구 자양1동 자양로21길 16-14,자양동 810,자양힐아파트 앞,원호형,원호형,10,360,410,소로,Y,37.5399235,127.0817596,N,N,,서울특별시 광진구청,02-450-7925,2020-09-18,,2026-05-09 22:57:39,2020-12-07 17:47:25
3040000,202030400000601036,자양2-017,자양로4나길,서울특별시,광진구,서울특별시 광진구 자양2동 자양로4나길 41,서울특별시 광진구 자양동 690-46,비인피아노학원 우측 50m,원호형,가상형,0,360,258,소로,Y,37.5303377,127.0885358,N,Y,,서울특별시 광진구청,02-450-7925,2020-09-25,,2026-05-09 22:57:40,2020-12-07 17:47:25
3040000,202030400000601263,자양4-011,뚝섬로32길,서울특별시,광진구,서울특별시 광진구 뚝섬로32길 24,서울특별시 광진구 자양4동 48-15,미성종합집수리 전방,사다리꼴,가상형,0,360,357,소로,Y,37.534521,127.0670125,N,N,,서울특별시 광진구청,02-450-7925,2020-09-14,,2026-05-09 22:58:49,2020-12-07 17:47:26
3040000,202030400000600057,구의1-057,자양로26길,서울특별시,광진구,서울특별시 광진구 자양로26길 16,서울특별시 광진구 구의동 251-1,에즈컴퓨터 전방,원호형,원호형,10,360,242,소로,Y,37.5414303,127.0846678,N,N,,서울특별시 광진구청,02-450-7925,2020-10-16,,2026-05-09 22:57:12,2020-12-07 17:47:19
3040000,202030400000600085,구의2-018,자양로35길,서울특별시,광진구,서울특별시 광진구 자양로35길 5,서울특별시 광진구 구의동 80-60,리치빌 전방,원호형,가상형,0,360,260,소로,Y,37.646861,127.087179,N,N,,서울특별시 광진구청,02-450-7925,2020-09-16,,2026-05-09 22:57:14,2020-12-07 17:47:19
3040000,202030400000601274,자양4-022,자양강변길,서울특별시,광진구,서울특별시 광진구 자양강변길 89,서울특별시 광진구 자양4동 92-1,한강공원 벽천나들목 좌측,사다리꼴,원호형,10,360,508,소로,Y,37.5325811,127.0636003,Y,Y,,서울특별시 광진구청,02-450-7925,2020-09-17,,2026-05-09 22:58:52,2020-12-07 17:47:26
